-------------------------------
 Log opened 20/06/2018 @ 15:55 
 UwTerminalX 1.09h 
 Port: COM10
-------------------------------

-0.871	0.847	0.250
-0.897	1.065	-0.514
-0.807	1.157	0.786
-0.812	1.324	0.461
-0.903	0.792	0.009
-0.880	1.154	-0.325
-0.830	1.051	0.706
-0.932	0.835	-0.708
-0.807	1.306	0.650
-0.911	0.745	-0.244
-0.851	1.230	-0.079
-0.919	0.926	-0.681
-0.806	1.259	0.763
-0.923	0.735	-0.456
-0.833	1.292	0.171
-0.871	0.871	0.328
-0.900	1.024	-0.562
-0.816	1.180	0.800
-0.941	0.764	-0.620
-0.816	0.789	0.075
-0.841	1.241	0.066
-0.870	0.945	0.436
-0.916	0.929	-0.644
-0.804	1.250	0.821
-0.943	0.725	-0.574
-0.816	1.303	0.319
-0.894	1.033	-0.484
-0.803	1.181	0.787
-0.935	0.754	-0.694
-0.803	1.329	0.554
-0.909	0.786	-0.081
-0.867	1.129	-0.262
-0.833	1.080	0.676
-0.932	0.818	-0.725
-0.923	0.735	-0.333
-0.850	1.228	0.005
-0.854	0.967	0.479
-0.919	0.903	-0.676
-0.803	1.273	0.804
-0.935	0.723	-0.542
-0.893	1.088	-0.475
-0.824	1.129	0.764
-0.932	0.784	-0.665
-0.815	1.318	0.529
-0.905	0.758	-0.076
-0.871	1.180	-0.246
-0.838	1.030	0.659
-0.928	0.861	-0.702
-0.914	0.728	-0.319
-0.841	1.257	-0.003
-0.856	0.934	0.479
-0.912	0.957	-0.653
-0.810	1.237	0.787
-0.934	0.735	-0.520
-0.824	1.302	0.258
-0.873	0.841	0.240
-0.894	1.056	0.777
-0.929	0.774	-0.652
-0.812	1.314	0.484
-0.905	0.775	-0.011
