sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 8:13,12.76,,,,,,,,,,199,466,612,
 8:13,12.78,,,,,,,,,,73,489,-742,
 8:13,12.79,,,,,,,,,,271,304,832,
 8:13,12.80,,,,,,,,,,205,285,129,
 8:13,12.82,,,,,,,,,,177,502,426,
 8:13,12.83,,,,,,,,,,261,321,874,
 8:13,12.85,,,,,,,,,,63,582,-601,
 8:13,12.86,,,,,,,,,,229,268,346,
 8:13,12.87,,,,,,,,,,118,396,-526,
 8:13,12.89,,,,,,,,,,241,370,855,
 8:13,12.90,,,,,,,,,,240,268,540,
 8:13,12.91,,,,,,,,,,123,568,-1,
 8:13,12.93,,,,,,,,,,145,357,-336,
 8:13,12.94,,,,,,,,,,58,540,-762,
 8:13,12.96,,,,,,,,,,261,279,697,
 8:13,12.97,,,,,,,,,,177,324,-135,
 8:13,12.98,,,,,,,,,,204,456,637,
 8:13,13.00,,,,,,,,,,75,493,-741,
 8:13,13.01,,,,,,,,,,76,586,-418,
 8:13,13.02,,,,,,,,,,199,298,100,
 8:13,13.04,,,,,,,,,,90,448,-673,
 8:13,13.05,,,,,,,,,,264,316,864,
 8:13,13.07,,,,,,,,,,57,585,-577,
 8:13,13.08,,,,,,,,,,147,537,259,
 8:13,13.09,,,,,,,,,,100,421,-585,
 8:13,13.10,,,,,,,,,,256,358,870,
 8:13,13.12,,,,,,,,,,240,273,463,
 8:13,13.13,,,,,,,,,,129,558,91,
 8:13,13.15,,,,,,,,,,238,396,810,
 8:13,13.16,,,,,,,,,,51,547,-736,
 8:13,13.17,,,,,,,,,,256,271,634,
 8:13,13.19,,,,,,,,,,163,333,-225,
 8:13,13.20,,,,,,,,,,219,439,696,
 8:13,13.22,,,,,,,,,,262,289,769,
 8:13,13.23,,,,,,,,,,70,594,-334,
 8:13,13.25,,,,,,,,,,193,306,-4,
 8:13,13.26,,,,,,,,,,84,469,-706,
 8:13,13.27,,,,,,,,,,264,306,850,
 8:13,13.28,,,,,,,,,,211,283,216,
 8:13,13.30,,,,,,,,,,168,519,360,
 8:13,13.31,,,,,,,,,,102,424,-606,
 8:13,13.33,,,,,,,,,,63,573,-649,
 8:13,13.34,,,,,,,,,,235,270,424,
 8:13,13.35,,,,,,,,,,124,381,-466,
 8:13,13.37,,,,,,,,,,234,382,835,
 8:13,13.38,,,,,,,,,,63,555,-736,
 8:13,13.39,,,,,,,,,,109,576,-75,
 8:13,13.41,,,,,,,,,,150,348,-268,
 8:13,13.42,,,,,,,,,,69,523,-763,
 8:13,13.44,,,,,,,,,,262,282,741,
 8:13,13.45,,,,,,,,,,90,576,-283,
 8:13,13.46,,,,,,,,,,192,475,591,
 8:13,13.48,,,,,,,,,,85,477,-726,
 8:13,13.49,,,,,,,,,,66,595,-471,
 8:13,13.51,,,,,,,,,,214,282,153,
 8:13,13.52,,,,,,,,,,163,508,399,
 8:13,13.53,,,,,,,,,,261,333,876,
 8:13,13.55,,,,,,,,,,61,577,-627,
 8:13,13.56,,,,,,,,,,148,552,193,
 8:13,13.57,,,,,,,,,,120,397,-495,
 8:13,13.59,,,,,,,,,,250,379,846,
 8:13,13.60,,,,,,,,,,250,267,558,
 8:13,13.62,,,,,,,,,,115,577,-39,
 8:13,13.63,,,,,,,,,,223,420,756,
 8:13,13.64,,,,,,,,,,66,522,-759,
 8:13,13.66,,,,,,,,,,267,276,726,
 8:13,13.67,,,,,,,,,,175,316,-100,
 8:13,13.68,,,,,,,,,,202,463,618,
 8:13,13.70,,,,,,,,,,259,292,819,
 8:13,13.71,,,,,,,,,,73,601,-444,
 8:13,13.73,,,,,,,,,,208,289,75,
 8:13,13.74,,,,,,,,,,94,457,-688,
 8:13,13.75,,,,,,,,,,264,325,864,
 8:13,13.77,,,,,,,,,,66,583,-564,
 8:13,13.78,,,,,,,,,,144,534,282,
 8:13,13.80,,,,,,,,,,108,412,-558,
 8:13,13.81,,,,,,,,,,49,570,-684,
 8:13,13.82,,,,,,,,,,244,262,478,
 8:13,13.83,,,,,,,,,,129,559,60,
 8:13,13.85,,,,,,,,,,243,400,799,
 8:13,13.86,,,,,,,,,,64,537,-756,
 8:13,13.88,,,,,,,,,,102,574,-153,
 8:13,13.89,,,,,,,,,,163,339,-196,
 8:13,13.91,,,,,,,,,,220,442,684,
 8:13,13.92,,,,,,,,,,264,294,777,
 8:13,13.93,,,,,,,,,,81,595,-348,
 8:13,13.94,,,,,,,,,,190,486,529,
 8:13,13.96,,,,,,,,,,82,462,-712,
 8:13,13.97,,,,,,,,,,258,318,852,
 8:13,13.99,,,,,,,,,,219,289,229,
 8:13,14.00,,,,,,,,,,166,519,330,
 8:13,14.01,,,,,,,,,,249,346,874,
 8:13,14.03,,,,,,,,,,61,577,-657,
 8:13,14.04,,,,,,,,,,240,279,439,
 8:13,14.06,,,,,,,,,,130,381,-442,
 8:13,14.07,,,,,,,,,,241,384,846,
 8:13,14.08,,,,,,,,,,258,274,501,
 8:13,14.10,,,,,,,,,,99,555,-100,
 8:13,14.11,,,,,,,,,,186,360,-222,
 8:13,14.12,,,,,,,,,,90,502,-676,
 8:13,14.14,,,,,,,,,,256,306,687,
 8:13,14.15,,,,,,,,,,204,331,-28,
 8:13,14.17,,,,,,,,,,169,460,520,
 8:13,14.18,,,,,,,,,,106,481,-642,
 8:13,14.19,,,,,,,,,,72,564,-429,
 8:13,14.21,,,,,,,,,,213,313,157,
 8:13,14.22,,,,,,,,,,133,442,-564,
 8:13,14.23,,,,,,,,,,241,342,793,
 8:13,14.25,,,,,,,,,,63,553,-550,
 8:13,14.26,,,,,,,,,,127,519,168,
 8:13,14.28,,,,,,,,,,144,405,-432,
 8:13,14.29,,,,,,,,,,66,534,-643,
 8:13,14.30,,,,,,,,,,253,301,517,
 8:13,14.32,,,,,,,,,,99,543,-30,
 8:13,14.33,,,,,,,,,,202,409,691,
 8:13,14.34,,,,,,,,,,85,520,-673,
 8:13,14.36,,,,,,,,,,250,297,-166,
 8:13,14.37,,,,,,,,,,190,352,-127,
 8:13,14.39,,,,,,,,,,181,442,598,
 8:13,14.40,,,,,,,,,,255,309,726,
 8:13,14.41,,,,,,,,,,70,555,-342,
 8:13,14.43,,,,,,,,,,222,321,66,
 8:13,14.44,,,,,,,,,,120,465,-610,
 8:13,14.46,,,,,,,,,,244,334,768,
 8:13,14.47,,,,,,,,,,229,306,265,
 8:13,14.48,,,,,,,,,,133,502,259,
 8:13,14.50,,,,,,,,,,139,421,-504,
 8:13,14.51,,,,,,,,,,66,546,-607,
 8:13,14.52,,,,,,,,,,246,301,438,
 8:13,14.54,,,,,,,,,,162,393,-355,
 8:13,14.55,,,,,,,,,,220,399,733,
