sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 8:12,39.69,,,,,,,,,,190,498,-328,
 8:12,39.70,,,,,,,,,,199,532,-4,
 8:12,39.71,,,,,,,,,,184,265,-130,
 8:12,39.73,,,,,,,,,,220,370,361,
 8:12,39.74,,,,,,,,,,213,210,333,
 8:12,39.75,,,,,,,,,,196,546,-105,
 8:12,39.77,,,,,,,,,,222,427,283,
 8:12,39.78,,,,,,,,,,181,405,-334,
 8:12,39.80,,,,,,,,,,216,240,378,
 8:12,39.81,,,,,,,,,,190,207,61,
 8:12,39.82,,,,,,,,,,213,475,207,
 8:12,39.84,,,,,,,,,,220,283,403,
 8:12,39.85,,,,,,,,,,195,532,-274,
 8:12,39.87,,,,,,,,,,208,193,174,
 8:12,39.88,,,,,,,,,,183,318,-228,
 8:12,39.89,,,,,,,,,,229,331,391,
 8:12,39.91,,,,,,,,,,217,184,270,
 8:12,39.92,,,,,,,,,,211,529,-10,
 8:12,39.93,,,,,,,,,,190,270,-136,
 8:12,39.95,,,,,,,,,,184,457,-339,
 8:12,39.96,,,,,,,,,,213,210,340,
 8:12,39.98,,,,,,,,,,202,231,-31,
 8:12,39.99,,,,,,,,,,223,435,280,
 8:12,40.00,,,,,,,,,,190,412,-333,
 8:12,40.01,,,,,,,,,,189,540,-211,
 8:12,40.03,,,,,,,,,,198,211,76,
 8:12,40.04,,,,,,,,,,183,357,-279,
 8:12,40.06,,,,,,,,,,226,285,403,
 8:12,40.07,,,,,,,,,,196,526,-274,
 8:12,40.08,,,,,,,,,,214,505,72,
 8:12,40.10,,,,,,,,,,187,301,-220,
 8:12,40.11,,,,,,,,,,189,499,-330,
 8:12,40.13,,,,,,,,,,204,198,271,
 8:12,40.14,,,,,,,,,,201,537,-24,
 8:12,40.16,,,,,,,,,,228,381,340,
 8:12,40.17,,,,,,,,,,181,453,-345,
 8:12,40.18,,,,,,,,,,195,547,-99,
 8:12,40.19,,,,,,,,,,190,244,-36,
 8:12,40.21,,,,,,,,,,220,423,285,
 8:12,40.22,,,,,,,,,,222,240,375,
 8:12,40.24,,,,,,,,,,195,549,-198,
 8:12,40.25,,,,,,,,,,196,211,63,
 8:12,40.26,,,,,,,,,,183,361,-291,
 8:12,40.28,,,,,,,,,,219,280,403,
 8:12,40.29,,,,,,,,,,202,190,159,
 8:12,40.30,,,,,,,,,,219,510,103,
 8:12,40.32,,,,,,,,,,180,312,-231,
 8:12,40.33,,,,,,,,,,178,498,-324,
 8:12,40.35,,,,,,,,,,208,193,256,
 8:12,40.36,,,,,,,,,,196,276,-148,
 8:12,40.37,,,,,,,,,,228,367,355,
 8:12,40.39,,,,,,,,,,183,462,-336,
 8:12,40.40,,,,,,,,,,201,547,-108,
 8:12,40.42,,,,,,,,,,186,232,-40,
 8:12,40.43,,,,,,,,,,177,409,-331,
 8:12,40.44,,,,,,,,,,222,240,384,
 8:12,40.46,,,,,,,,,,193,540,-207,
 8:12,40.47,,,,,,,,,,228,472,201,
 8:12,40.48,,,,,,,,,,192,364,-288,
 8:12,40.50,,,,,,,,,,189,531,-280,
 8:12,40.51,,,,,,,,,,202,189,175,
 8:12,40.53,,,,,,,,,,207,507,87,
 8:12,40.54,,,,,,,,,,225,330,382,
 8:12,40.55,,,,,,,,,,183,493,-321,
 8:12,40.57,,,,,,,,,,204,531,-16,
 8:12,40.58,,,,,,,,,,195,259,-123,
 8:12,40.59,,,,,,,,,,229,378,354,
 8:12,40.61,,,,,,,,,,211,216,340,
 8:12,40.62,,,,,,,,,,196,547,-126,
 8:12,40.64,,,,,,,,,,226,427,280,
 8:12,40.65,,,,,,,,,,186,414,-328,
 8:12,40.66,,,,,,,,,,220,243,391,
 8:12,40.67,,,,,,,,,,214,199,79,
 8:12,40.69,,,,,,,,,,220,480,180,
 8:12,40.70,,,,,,,,,,226,285,397,
 8:12,40.72,,,,,,,,,,184,519,-277,
 8:12,40.73,,,,,,,,,,208,186,178,
 8:12,40.75,,,,,,,,,,184,306,-219,
 8:12,40.76,,,,,,,,,,231,333,390,
 8:12,40.77,,,,,,,,,,204,192,268,
 8:12,40.79,,,,,,,,,,202,532,-22,
 8:12,40.80,,,,,,,,,,195,255,-124,
 8:12,40.82,,,,,,,,,,187,462,-343,
 8:12,40.83,,,,,,,,,,222,208,336,
 8:12,40.84,,,,,,,,,,193,229,-52,
 8:12,40.85,,,,,,,,,,219,415,292,
 8:12,40.87,,,,,,,,,,181,418,-330,
 8:12,40.88,,,,,,,,,,199,541,-196,
 8:12,40.90,,,,,,,,,,198,208,67,
 8:12,40.91,,,,,,,,,,186,360,-292,
 8:12,40.92,,,,,,,,,,222,276,403,
 8:12,40.94,,,,,,,,,,186,525,-276,
 8:12,40.95,,,,,,,,,,214,501,97,
 8:12,40.96,,,,,,,,,,187,313,-219,
 8:12,40.98,,,,,,,,,,186,496,-319,
 8:12,40.99,,,,,,,,,,213,192,259,
 8:12,41.01,,,,,,,,,,202,534,-12,
 8:12,41.02,,,,,,,,,,216,381,354,
