sep=,,,,
,,,,
June 8. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 8:12,39.64,-210,93,363
 8:12,39.65,-231,-190,367
 8:12,39.66,-394,400,313
 8:12,39.68,-237,156,352
 8:12,39.69,-499,198,297
 8:12,39.71,-210,-156,369
 8:12,39.72,-349,-178,340
 8:12,39.73,-259,226,351
 8:12,39.75,-192,-112,360
 8:12,39.76,-459,390,309
 8:12,39.77,-315,-208,351
 8:12,39.79,-471,49,309
 8:12,39.8,-183,-39,366
 8:12,39.82,-279,-228,358
 8:12,39.83,-336,342,336
 8:12,39.84,-433,-25,313
 8:12,39.85,-490,306,301
 8:12,39.87,-252,-217,364
 8:12,39.88,-414,-76,331
 8:12,39.9,-214,88,367
 8:12,39.91,-495,264,294
 8:12,39.92,-396,391,315
 8:12,39.94,-382,-123,328
 8:12,39.95,-234,160,352
 8:12,39.96,-211,-157,367
 8:12,39.98,-430,403,313
 8:12,40,-268,223,343
 8:12,40.01,-484,126,309
 8:12,40.02,-195,-105,367
 8:12,40.03,-309,-205,352
 8:12,40.05,-295,298,334
 8:12,40.06,-193,-49,370
 8:12,40.08,-477,357,304
 8:12,40.09,-270,-228,355
 8:12,40.1,-444,-19,319
 8:12,40.12,-205,30,357
 8:12,40.13,-246,-208,369
 8:12,40.14,-375,384,316
 8:12,40.16,-406,-82,325
 8:12,40.17,-493,250,291
 8:12,40.19,-222,-189,366
 8:12,40.2,-376,-154,331
 8:12,40.21,-250,181,352
 8:12,40.23,-496,172,304
 8:12,40.24,-438,397,304
 8:12,40.25,-337,-184,340
 8:12,40.27,-480,102,312
 8:12,40.28,-198,-96,366
 8:12,40.3,-469,375,309
 8:12,40.31,-309,309,343
 8:12,40.32,-453,27,319
 8:12,40.34,-193,-15,307
 8:12,40.35,-256,-225,352
 8:12,40.37,-351,363,333
 8:12,40.38,-211,63,361
 8:12,40.39,-484,285,298
 8:12,40.41,-235,-201,369
 8:12,40.42,-394,-109,321
 8:12,40.43,-226,136,360
 8:12,40.45,-210,-175,361
 8:12,40.46,-426,408,303
 8:12,40.48,-355,-171,343
 8:12,40.49,-492,139,301
 8:12,40.5,-201,-138,370
 8:12,40.51,-334,-195,343
 8:12,40.53,-282,267,337
 8:12,40.54,-484,78,304
 8:12,40.56,-472,373,298
 8:12,40.57,-291,-219,349
 8:12,40.58,-453,9,318
 8:12,40.6,-201,-6,352
 8:12,40.61,-481,333,297
 8:12,40.62,-355,366,325
 8:12,40.64,-411,-70,321
 8:12,40.65,-499,268,298
 8:12,40.67,-228,-202,363
 8:12,40.68,-396,400,315
 8:12,40.69,-231,150,352
 8:12,40.71,-496,204,298
 8:12,40.72,-436,405,304
 8:12,40.74,-348,-175,348
 8:12,40.75,-267,228,349
 8:12,40.76,-204,-112,363
 8:12,40.78,-456,387,300
 8:12,40.79,-318,-205,345
 8:12,40.8,-466,43,315
 8:12,40.82,-198,-43,363
 8:12,40.83,-274,-213,351
 8:12,40.85,-336,339,330
 8:12,40.86,-442,-25,319
 8:12,40.87,-489,300,300
 8:12,40.89,-240,-207,360
 8:12,40.9,-411,-93,334
 8:12,40.91,-225,106,358
 8:12,40.93,-496,240,300
 8:12,40.94,-405,397,315
 8:12,40.96,-372,-147,333
 8:12,40.97,-496,174,292
 8:12,40.98,-207,-136,369
 8:12,41,-441,399,306
 8:12,41.01,-268,255,340
 8:12,41.03,-480,99,301
 8:12,41.04,-471,387,303
 8:12,41.05,-291,-214,355
 8:12,41.07,-313,316,333
 8:12,41.08,-199,-16,369
 8:12,41.09,-484,342,306
 8:12,41.11,-357,363,315
 8:12,41.12,-424,-52,325
 8:12,41.14,-205,45,366
 8:12,41.15,-228,-213,354
 8:12,41.16,-387,384,325
 8:12,41.17,-387,-99,366
 8:12,41.19,-495,229,300
 8:12,41.2,-208,-178,369
 8:12,41.22,-364,-157,331
 8:12,41.23,-250,193,345
 8:12,41.25,-496,159,304
 8:12,41.26,-447,397,309
 8:12,41.27,-322,-199,346
 8:12,41.28,-484,82,300
 8:12,41.3,-196,-69,367
 8:12,41.31,-477,373,301
 8:12,41.33,-313,324,333
 8:12,41.34,-450,-3,315
 8:12,41.35,-489,324,303
 8:12,41.37,-262,-220,357
 8:12,41.38,-363,370,325
 8:12,41.4,-208,87,361
 8:12,41.41,-502,268,301
 8:12,41.42,-394,390,319
 8:12,41.44,-382,-126,331
 8:12,41.45,-226,165,355
 8:12,41.46,-214,-166,363
 8:12,41.48,-430,403,307
 8:12,41.49,-262,232,349
 8:12,41.51,-483,135,307
 8:12,41.52,-205,-108,367
 8:12,41.53,-310,-201,342
 8:12,41.55,-292,295,345
 8:12,41.56,-465,-43,363
 8:12,41.57,-480,357,301
 8:12,41.59,-279,-226,355
 8:12,41.6,-435,-27,321
 8:12,41.62,-204,25,363
 8:12,41.63,-489,304,295
 8:12,41.64,-366,376,322
 8:12,41.66,-412,-88,325
 8:12,41.67,-501,241,300
 8:12,41.68,-214,-196,366
 8:12,41.7,-408,402,300
 8:12,41.71,-244,186,354
 8:12,41.73,-496,178,301
 8:12,41.74,-439,396,300
 8:12,41.75,-330,-183,339
 8:12,41.77,-262,229,355
 8:12,41.78,-195,-102,366
 8:12,41.8,-462,387,300
 8:12,41.81,-295,301,334
 8:12,41.82,-459,37,312
 8:12,41.83,-193,-28,366
 8:12,41.85,-267,-220,355
 8:12,41.86,-340,343,334
 8:12,41.88,-202,43,363
 8:12,41.89,-499,294,297
 8:12,41.91,-231,-207,366
 8:12,41.92,-405,-106,330
 8:12,41.93,-231,124,358
 8:12,41.94,-504,237,304
 8:12,41.96,-415,406,318
 8:12,41.97,-367,-156,331
 8:12,41.99,-489,160,301
 8:12,42,-199,-132,370
 8:12,42.01,-445,397,309
 8:12,42.03,-283,264,340
 8:12,42.04,-481,88,313
 8:12,42.05,-477,373,300
 8:12,42.07,-294,-216,354
 8:12,42.08,-315,319,339
 8:12,42.1,-205,0,363
 8:12,42.11,-493,328,297
 8:12,42.12,-352,364,319
 8:12,42.14,-423,-64,321
 8:12,42.15,-211,73,360
 8:12,42.17,-222,-207,367
 8:12,42.18,-394,390,324
 8:12,42.19,-229,151,366
 8:12,42.21,-499,211,301
 8:12,42.22,-217,-169,360
 8:12,42.23,-352,-172,337
 8:12,42.25,-258,226,340
 8:12,42.26,-195,-112,367
 8:12,42.28,-447,387,307
 8:12,42.29,-319,-205,348
 8:12,42.3,-474,58,312
 8:12,42.32,-201,-49,375
 8:12,42.33,-480,364,309
 8:12,42.34,-334,342,331
 8:12,42.36,-445,-13,325
 8:12,42.37,-492,319,297
 8:12,42.39,-252,-219,357
 8:12,42.4,-355,369,325
 8:12,42.41,-207,76,361
 8:12,42.42,-496,268,301
 8:12,42.44,-397,393,319
 8:12,42.45,-384,-127,331
 8:12,42.47,-228,153,355
 8:12,42.48,-213,-159,363
 8:12,42.5,-429,403,307
 8:12,42.51,-264,223,354
 8:12,42.52,-490,129,300
 8:12,42.54,-196,-112,367
 8:12,42.55,-312,-207,342
