sep=,,,,
,,,,
June 8. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 8:11,17.86,-432,-177,370
 8:11,17.87,-222,540,276
 8:11,17.89,-190,276,342
 8:11,17.9,-466,258,255
 8:11,17.91,-244,538,265
 8:11,17.93,-547,-184,321
 8:11,17.94,-181,355,336
 8:11,17.96,-337,-58,376
 8:11,17.97,-285,511,250
 8:11,17.98,-174,433,321
 8:11,18,-526,70,268
 8:11,18.01,-292,31,372
 8:11,18.02,-495,-219,352
 8:11,18.04,-190,490,306
 8:11,18.05,-246,120,369
 8:11,18.07,-381,405,244
 8:11,18.08,-453,-195,367
 8:11,18.09,-550,-85,297
 8:11,18.1,-216,214,360
 8:11,18.12,-418,-163,376
 8:11,18.13,-223,543,274
 8:11,18.15,-547,-150,312
 8:11,18.16,-472,228,252
 8:11,18.17,-361,-105,378
 8:11,18.19,-540,-190,327
 8:11,18.2,-169,387,324
 8:11,18.21,-508,129,262
 8:11,18.23,-309,496,249
 8:11,18.25,-513,-216,346
 8:11,18.26,-529,34,277
 8:11,18.27,-271,63,367
 8:11,18.28,-352,438,241
 8:11,18.3,-184,504,294
 8:11,18.31,-547,-52,292
 8:11,18.33,-231,159,364
 8:11,18.34,-448,-193,361
 8:11,18.35,-196,529,282
 8:11,18.37,-205,229,360
 8:11,18.38,-439,307,244
 8:11,18.39,-411,-151,376
 8:11,18.41,-550,-151,315
 8:11,18.42,-193,312,339
 8:11,18.44,-357,-91,378
 8:11,18.45,-265,528,250
 8:11,18.46,-534,-199,337
 8:11,18.48,-508,123,270
 8:11,18.49,-310,-12,376
 8:11,18.5,-508,-219,348
 8:11,18.52,-175,454,318
 8:11,18.53,-534,34,282
 8:11,18.55,-361,436,240
 8:11,18.56,-478,-213,366
 8:11,18.57,-547,-52,288
 8:11,18.59,-231,162,360
 8:11,18.6,-409,361,250
 8:11,18.62,-219,534,277
 8:11,18.63,-553,-117,307
 8:11,18.64,-447,274,250
 8:11,18.66,-384,-144,378
 8:11,18.67,-241,540,268
 8:11,18.68,-178,345,339
 8:11,18.7,-496,183,258
 8:11,18.71,-336,-66,379
 8:11,18.73,-522,-208,336
 8:11,18.74,-174,420,319
 8:11,18.75,-294,16,378
 8:11,18.76,-325,471,247
 8:11,18.78,-498,-217,354
 8:11,18.79,-546,6,274
 8:11,18.81,-261,108,361
 8:11,18.82,-463,-204,370
 8:11,18.83,-196,520,291
 8:11,18.85,-558,-84,306
 8:11,18.86,-421,333,249
 8:11,18.87,-420,-165,372
 8:11,18.89,-546,-151,309
 8:11,18.91,-186,295,348
 8:11,18.92,-469,241,246
 8:11,18.93,-264,534,256
 8:11,18.94,-541,-193,334
 8:11,18.96,-496,169,258
 8:11,18.97,-340,-49,372
 8:11,18.99,-285,520,252
 8:11,19,-175,435,315
 8:11,19.01,-526,76,277
 8:11,19.03,-336,466,258
 8:11,19.04,-489,-211,355
 8:11,19.05,-181,489,301
 8:11,19.07,-243,129,366
 8:11,19.08,-384,396,244
 8:11,19.1,-454,-196,282
 8:11,19.11,-549,-100,301
 8:11,19.12,-216,219,364
 8:11,19.14,-408,-156,373
 8:11,19.15,-226,537,274
 8:11,19.16,-555,-142,310
 8:11,19.18,-475,225,261
 8:11,19.19,-358,-94,372
 8:11,19.21,-543,-205,337
 8:11,19.22,-178,384,331
 8:11,19.23,-508,124,258
 8:11,19.25,-303,481,255
 8:11,19.26,-507,-217,345
 8:11,19.28,-537,34,276
 8:11,19.29,-268,73,372
 8:11,19.3,-358,433,252
 8:11,19.32,-192,507,291
 8:11,19.33,-544,-42,286
 8:11,19.34,-411,361,243
 8:11,19.36,-435,-186,364
 8:11,19.37,-210,529,286
 8:11,19.39,-196,255,354
 8:11,19.4,-445,279,252
 8:11,19.41,-240,535,276
 8:11,19.42,-561,-178,321
 8:11,19.44,-183,351,337
 8:11,19.45,-345,-61,379
 8:11,19.47,-277,519,252
 8:11,19.48,-174,418,325
 8:11,19.5,-516,93,268
 8:11,19.51,-295,12,376
 8:11,19.52,-496,-211,354
 8:11,19.53,-174,478,300
 8:11,19.55,-538,-6,279
 8:11,19.57,-375,409,249
 8:11,19.58,-454,-210,361
 8:11,19.59,-550,-55,297
 8:11,19.6,-223,180,358
 8:11,19.62,-408,351,246
 8:11,19.63,-219,537,279
 8:11,19.65,-550,-124,316
 8:11,19.66,-450,261,249
 8:11,19.67,-378,-120,372
 8:11,19.69,-246,534,268
 8:11,19.7,-181,358,334
 8:11,19.71,-501,165,268
 8:11,19.73,-300,511,256
 8:11,19.74,-522,-211,348
 8:11,19.76,-177,432,316
 8:11,19.77,-288,28,373
 8:11,19.78,-336,466,256
 8:11,19.8,-181,486,306
 8:11,19.81,-546,-10,289
 8:11,19.82,-252,115,361
 8:11,19.84,-447,-201,367
 8:11,19.85,-199,517,288
 8:11,19.87,-208,220,352
 8:11,19.88,-432,316,250
 8:11,19.89,-411,-160,376
 8:11,19.91,-553,-156,319
 8:11,19.92,-189,304,339
 8:11,19.94,-468,-94,381
 8:11,19.95,-267,526,259
 8:11,19.96,-534,-204,336
 8:11,19.98,-511,123,265
 8:11,19.99,-304,-12,379
 8:11,20,-306,493,247
 8:11,20.02,-171,450,306
 8:11,20.03,-537,28,280
 8:11,20.05,-354,438,246
 8:11,20.06,-480,-217,354
 8:11,20.07,-190,510,295
 8:11,20.08,-223,166,360
 8:11,20.1,-408,358,249
 8:11,20.11,-216,531,285
 8:11,20.13,-555,-118,312
 8:11,20.14,-198,265,348
 8:11,20.16,-381,-129,376
 8:11,20.17,-238,537,262
 8:11,20.18,-183,343,327
 8:11,20.19,-492,171,261
 8:11,20.21,-339,-61,370
 8:11,20.23,-523,-205,340
 8:11,20.24,-178,417,319
 8:11,20.25,-295,-3,375
 8:11,20.26,-328,478,252
 8:11,20.28,-502,-222,360
 8:11,20.29,-540,13,279
 8:11,20.31,-250,96,369
 8:11,20.32,-469,-207,364
 8:11,20.33,-193,511,294
 8:11,20.35,-552,-72,300
 8:11,20.36,-414,336,247
 8:11,20.37,-418,-174,369
 8:11,20.39,-223,537,288
 8:11,20.4,-196,283,343
 8:11,20.42,-469,243,249
 8:11,20.43,-249,529,262
 8:11,20.44,-541,-186,330
 8:11,20.46,-181,376,328
 8:11,20.47,-322,-40,372
 8:11,20.48,-297,508,258
 8:11,20.5,-172,442,313
 8:11,20.51,-528,64,274
 8:11,20.53,-279,40,378
 8:11,20.54,-483,-226,351
 8:11,20.55,-184,495,295
 8:11,20.57,-244,130,360
