sep=,

June 13. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
10:42,34.98,,,,,,,,,,183,310,276,
10:42,34.99,,,,,,,,,,187,382,-78,
10:42,35.00,,,,,,,,,,198,282,226,
10:42,35.02,,,,,,,,,,159,483,-246,
10:42,35.03,,,,,,,,,,183,418,-151,
10:42,35.05,,,,,,,,,,160,405,76,
10:42,35.06,,,,,,,,,,189,297,159,
10:42,35.07,,,,,,,,,,186,276,333,
10:42,35.08,,,,,,,,,,180,439,-202,
10:42,35.10,,,,,,,,,,160,366,72,
10:42,35.11,,,,,,,,,,153,466,-162,
10:42,35.13,,,,,,,,,,193,265,316,
10:42,35.14,,,,,,,,,,169,333,213,
10:42,35.16,,,,,,,,,,195,357,1,
10:42,35.17,,,,,,,,,,160,451,-93,
10:42,35.18,,,,,,,,,,156,468,-258,
10:42,35.20,,,,,,,,,,178,310,271,
10:42,35.21,,,,,,,,,,159,417,-16,
10:42,35.23,,,,,,,,,,211,283,213,
10:42,35.24,,,,,,,,,,166,481,-246,
10:42,35.25,,,,,,,,,,184,417,-159,
10:42,35.26,,,,,,,,,,154,385,75,
10:42,35.28,,,,,,,,,,165,477,-213,
10:42,35.29,,,,,,,,,,187,282,321,
10:42,35.31,,,,,,,,,,175,438,-213,
10:42,35.32,,,,,,,,,,193,334,73,
10:42,35.33,,,,,,,,,,153,468,-160,
10:42,35.35,,,,,,,,,,165,471,-249,
10:42,35.36,,,,,,,,,,171,339,219,
10:42,35.37,,,,,,,,,,193,363,-9,
10:42,35.39,,,,,,,,,,193,285,270,
10:42,35.40,,,,,,,,,,163,469,-249,
10:42,35.42,,,,,,,,,,192,391,-87,
10:42,35.43,,,,,,,,,,159,421,-9,
10:42,35.44,,,,,,,,,,204,288,223,
10:42,35.46,,,,,,,,,,184,298,297,
10:42,35.47,,,,,,,,,,189,412,-136,
10:42,35.49,,,,,,,,,,193,300,165,
10:42,35.50,,,,,,,,,,157,481,-220,
10:42,35.51,,,,,,,,,,186,280,319,
10:42,35.53,,,,,,,,,,171,363,130,
10:42,35.54,,,,,,,,,,199,328,90,
10:42,35.55,,,,,,,,,,195,271,319,
10:42,35.57,,,,,,,,,,174,462,-235,
