sep=,,,,
,,,,
June 8. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
 8:13,32.12,15,771,970
 8:13,32.14,-252,519,903
 8:13,32.15,-151,877,895
 8:13,32.17,-162,178,990
 8:13,32.18,-256,429,918
 8:13,32.19,10,460,1012
 8:13,32.21,-175,823,888
 8:13,32.22,-33,883,934
 8:13,32.23,-244,346,928
 8:13,32.25,-220,753,874
 8:13,32.26,-87,217,1014
 8:13,32.28,-52,904,925
 8:13,32.29,30,619,994
 8:13,32.3,-237,693,892
 8:13,32.32,-67,244,900
 8:13,32.33,-211,238,958
 8:13,32.34,18,703,979
 8:13,32.36,-39,303,1017
 8:13,32.37,-124,904,898
 8:13,32.39,-190,204,967
 8:13,32.4,-262,511,906
 8:13,32.41,-10,375,1015
 8:13,32.43,-157,183,990
 8:13,32.44,-9,838,952
 8:13,32.46,-258,426,916
 8:13,32.47,-189,817,886
 8:13,32.48,-121,181,1002
 8:13,32.5,-253,348,937
 8:13,32.51,21,540,1005
 8:13,32.52,-214,750,883
 8:13,32.54,-64,906,910
 8:13,32.55,-232,285,951
 8:13,32.57,-247,664,888
 8:13,32.58,-48,253,1011
 8:13,32.59,-93,922,907
 8:13,32.6,24,718,973
 8:13,32.62,-244,583,904
 8:13,32.63,-130,900,904
 8:13,32.65,-181,196,975
 8:13,32.66,3,790,970
 8:13,32.67,-10,391,1014
 8:13,32.69,-165,856,891
 8:13,32.7,-19,844,939
 8:13,32.72,-247,411,921
 8:13,32.73,22,474,1009
 8:13,32.75,-115,187,1002
 8:13,32.76,-37,888,940
 8:13,32.77,25,568,1003
 8:13,32.78,-225,736,894
 8:13,32.8,-84,220,1011
 8:13,32.81,-232,268,948
 8:13,32.83,31,655,985
 8:13,32.84,-241,652,1015
 8:13,32.85,-99,916,910
 8:13,32.87,-207,220,969
 8:13,32.88,-258,567,898
 8:13,32.89,-25,328,1012
 8:13,32.91,-130,900,903
 8:13,32.92,13,786,954
 8:13,32.94,-256,501,915
 8:13,32.95,-168,867,891
 8:13,32.96,-159,178,984
 8:13,32.98,-10,844,954
 8:13,32.99,22,472,1008
 8:13,33.01,-195,807,894
 8:13,33.02,-40,895,936
 8:13,33.03,-241,333,934
 8:13,33.05,25,565,1002
 8:13,33.06,-84,219,1011
 8:13,33.07,-82,915,916
 8:13,33.09,24,661,987
 8:13,33.1,-244,651,889
 8:13,33.12,-57,271,1021
 8:13,33.13,-193,214,969
 8:13,33.14,13,736,972
 8:13,33.16,-27,333,1017
 8:13,33.17,-148,889,898
 8:13,33.18,-178,183,975
 8:13,33.2,-256,474,906
 8:13,33.21,-4,424,1015
 8:13,33.23,-135,180,996
 8:13,33.24,-24,861,940
 8:13,33.25,-252,394,927
 8:13,33.27,-210,787,897
 8:13,33.28,-105,201,1005
 8:13,33.3,-243,310,940
 8:13,33.31,27,595,1000
 8:13,33.32,-225,705,895
 8:13,33.33,-82,921,910
 8:13,33.35,-225,247,949
 8:13,33.36,22,685,978
 8:13,33.38,-45,286,1015
 8:13,33.39,-111,904,901
 8:13,33.41,16,760,966
 8:13,33.42,-262,537,901
 8:13,33.43,-15,358,1015
 8:13,33.44,-171,184,993
 8:13,33.46,-10,820,954
 8:13,33.47,12,439,1011
 8:13,33.49,-183,840,892
 8:13,33.5,-142,187,997
 8:13,33.51,-261,366,930
 8:13,33.53,15,522,997
 8:13,33.54,-117,195,1002
 8:13,33.55,-51,895,930
 8:13,33.57,-238,312,933
 8:13,33.58,-223,714,888
 8:13,33.6,-75,229,1015
 8:13,33.61,-223,255,955
 8:13,33.62,24,681,991
 8:13,33.64,-253,628,892
 8:13,33.65,-106,907,916
 8:13,33.67,-195,210,969
 8:13,33.68,-264,541,904
 8:13,33.69,-18,346,1014
 8:13,33.71,-144,883,891
 8:13,33.72,-9,819,954
 8:13,33.73,-258,454,909
 8:13,33.75,-175,844,886
 8:13,33.76,-136,177,996
 8:13,33.78,-25,868,943
 8:13,33.79,16,517,1005
 8:13,33.8,-205,780,885
 8:13,33.82,-103,199,1011
 8:13,33.83,-244,298,936
 8:13,33.84,25,615,993
 8:13,33.86,-64,232,1017
 8:13,33.87,-90,913,913
 8:13,33.89,-217,247,958
 8:13,33.9,-249,616,900
 8:13,33.91,-42,292,1017
 8:13,33.93,-207,202,969
 8:13,33.94,6,763,966
 8:13,33.96,-252,526,901
 8:13,33.97,-151,873,894
 8:13,33.98,-163,178,978
 8:13,34,-258,441,916
 8:13,34.01,7,448,997
 8:13,34.02,-187,828,885
 8:13,34.04,-28,886,933
 8:13,34.05,-252,352,928
 8:13,34.07,-210,763,889
 8:13,34.08,-99,202,1006
 8:13,34.09,-57,912,921
 8:13,34.1,24,627,1000
 8:13,34.12,-240,679,891
 8:13,34.13,-90,912,904
 8:13,34.15,-213,238,952
 8:13,34.16,15,705,978
 8:13,34.17,-48,282,1014
 8:13,34.19,-115,910,895
 8:13,34.2,-198,196,976
 8:13,34.22,-253,535,901
 8:13,34.23,-4,367,1017
 8:13,34.25,-160,184,975
 8:13,34.26,-12,828,949
 8:13,34.27,-255,445,924
 8:13,34.28,-177,832,892
 8:13,34.3,-139,177,997
 8:13,34.31,-252,364,930
 8:13,34.33,13,525,1011
 8:13,34.34,-208,768,886
 8:13,34.35,-60,910,931
 8:13,34.37,-229,298,943
 8:13,34.38,-232,693,891
 8:13,34.39,-66,238,1014
 8:13,34.41,-87,921,919
 8:13,34.42,18,703,981
 8:13,34.44,-253,612,900
 8:13,34.45,-124,906,900
 8:13,34.46,-186,199,967
 8:13,34.48,4,765,975
 8:13,34.49,-15,366,1014
 8:13,34.5,-159,873,897
 8:13,34.52,-6,841,949
 8:13,34.53,-258,439,915
 8:13,34.55,3,457,1018
 8:13,34.56,-130,192,997
 8:13,34.57,-37,877,940
 8:13,34.59,-249,547,1003
 8:13,34.6,-220,759,874
 8:13,34.62,-93,205,1011
 8:13,34.63,-229,282,943
 8:13,34.64,22,628,994
 8:13,34.66,-249,681,888
 8:13,34.67,-100,919,910
 8:13,34.68,-216,228,961
 8:13,34.7,-247,592,888
 8:13,34.71,-40,310,1014
 8:13,34.73,-139,901,903
 8:13,34.74,10,783,966
 8:13,34.75,-265,496,907
 8:13,34.76,-160,868,885
 8:13,34.78,-162,165,985
 8:13,34.79,-18,846,943
 8:13,34.81,6,453,1009
 8:13,34.82,-187,822,889
 8:13,34.83,-31,880,931
 8:13,34.85,-256,363,931
 8:13,34.86,27,541,1005
 8:13,34.88,-88,196,1011
 8:13,34.89,-67,907,925
 8:13,34.91,21,633,993
 8:13,34.92,-234,678,898
 8:13,34.93,-64,256,1018
 8:13,34.94,-220,223,966
 8:13,34.96,15,711,982
 8:13,34.97,-31,316,1018
 8:13,34.99,-130,904,903
 8:13,35,-183,198,981
 8:13,35.01,-259,496,909
 8:13,35.03,-13,394,1009
 8:13,35.04,-160,862,877
 8:13,35.05,-13,853,951
 8:13,35.07,-255,409,922
 8:13,35.08,-193,811,895
 8:13,35.1,-123,184,1002
 8:13,35.11,-40,895,936
 8:13,35.12,27,571,1005
 8:13,35.14,-217,735,892
 8:13,35.15,-78,910,925
 8:13,35.17,-234,259,952
 8:13,35.18,19,655,987
 8:13,35.19,-55,261,1023
 8:13,35.21,-97,916,904
 8:13,35.22,16,736,975
 8:13,35.23,-267,559,894
 8:13,35.25,-31,327,1017
 8:13,35.26,-174,190,984
 8:13,35.28,3,808,958
 8:13,35.29,0,420,1024
 8:13,35.3,-174,859,892
 8:13,35.32,-150,183,996
 8:13,35.33,-264,393,922
 8:13,35.34,12,502,1009
 8:13,35.36,-112,192,1003
 8:13,35.37,-52,903,928
 8:13,35.39,-246,319,942
 8:13,35.4,-232,721,889
 8:13,35.41,-76,222,1024
 8:13,35.42,-76,913,945
 8:13,35.44,25,651,991
 8:13,35.45,-235,655,892
 8:13,35.47,-108,918,910
 8:13,35.48,-202,211,966
 8:13,35.5,19,729,978
 8:13,35.51,-24,342,1017
 8:13,35.52,-136,891,900
 8:13,35.54,1,801,958
 8:13,35.55,-261,481,916
 8:13,35.57,-3,411,1017
 8:13,35.58,-154,177,996
 8:13,35.59,-18,852,952
 8:13,35.6,6,496,1014
 8:13,35.62,-207,798,885
 8:13,35.63,-111,192,1002
 8:13,35.65,-240,315,943
 8:13,35.66,27,588,1011
 8:13,35.67,-76,231,1011
 8:13,35.69,-78,913,912
