sep=,,,,
,,,,
June 8. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 8:10,25.26,-478,-154,-421
 8:10,25.28,-327,-718,-367
 8:10,25.29,-469,-583,-406
 8:10,25.31,-244,-361,-360
 8:10,25.32,-307,-697,-369
 8:10,25.33,-370,-42,-405
 8:10,25.35,-445,-654,-397
 8:10,25.36,-505,-294,-423
 8:10,25.37,-277,-648,-358
 8:10,25.39,-412,-696,-399
 8:10,25.4,-267,-211,-370
 8:10,25.42,-511,-366,-430
 8:10,25.43,-436,-64,-415
 8:10,25.44,-381,-726,-384
 8:10,25.46,-496,-463,-420
 8:10,25.47,-246,-504,-363
 8:10,25.48,-463,-105,-424
 8:10,25.5,-318,-84,-393
 8:10,25.51,-486,-534,-414
 8:10,25.53,-484,-159,-420
 8:10,25.54,-321,-724,-358
 8:10,25.55,-345,-45,-397
 8:10,25.57,-241,-340,-358
 8:10,25.58,-501,-231,-432
 8:10,25.6,-295,-37,-411
 8:10,25.61,-444,-672,-402
 8:10,25.62,-258,-259,-367
 8:10,25.64,-264,-634,-357
 8:10,25.65,-417,-43,-412
 8:10,25.66,-408,-703,-394
 8:10,25.68,-501,-382,-417
 8:10,25.69,-259,-567,-355
 8:10,25.71,-381,-735,-373
 8:10,25.72,-303,-129,-390
 8:10,25.73,-492,-471,-421
 8:10,25.75,-460,-114,-420
 8:10,25.76,-340,-733,-373
 8:10,25.77,-484,-550,-409
 8:10,25.79,-240,-414,-349
 8:10,25.8,-483,-178,-421
 8:10,25.82,-363,-48,-400
 8:10,25.83,-463,-616,-411
 8:10,25.84,-496,-250,-436
 8:10,25.85,-283,-675,-361
 8:10,25.87,-387,-39,-403
 8:10,25.88,-255,-241,-369
 8:10,25.9,-507,-330,-430
 8:10,25.91,-414,-45,-418
 8:10,25.92,-411,-703,-390
 8:10,25.94,-271,-189,-375
 8:10,25.95,-262,-570,-343
 8:10,25.97,-439,-70,-423
 8:10,25.98,-298,-126,-387
 8:10,26,-496,-478,-420
 8:10,26.01,-241,-489,-346
 8:10,26.02,-355,-739,-367
 8:10,26.03,-315,-84,-384
 8:10,26.05,-475,-565,-408
 8:10,26.06,-480,-172,-424
 8:10,26.08,-319,-706,-361
 8:10,26.09,-459,-622,-397
 8:10,26.1,-244,-322,-364
 8:10,26.12,-496,-249,-423
 8:10,26.13,-382,-37,-408
 8:10,26.14,-429,-675,-387
 8:10,26.16,-508,-325,-426
 8:10,26.17,-271,-628,-352
 8:10,26.19,-423,-49,-426
 8:10,26.2,-276,-183,-379
 8:10,26.21,-501,-415,-423
 8:10,26.23,-453,-78,-424
 8:10,26.24,-369,-730,-381
 8:10,26.26,-306,-114,-384
 8:10,26.27,-235,-477,-355
 8:10,26.28,-472,-124,-427
 8:10,26.3,-339,-67,-391
 8:10,26.31,-474,-559,-405
 8:10,26.32,-247,-387,-366
 8:10,26.34,-318,-702,-360
 8:10,26.35,-369,-40,-403
 8:10,26.37,-244,-301,-366
 8:10,26.38,-496,-268,-426
 8:10,26.39,-289,-660,-363
 8:10,26.41,-426,-685,-388
 8:10,26.42,-262,-229,-372
 8:10,26.43,-264,-604,-354
 8:10,26.45,-426,-49,-415
 8:10,26.46,-390,-714,-379
 8:10,26.48,-498,-430,-414
 8:10,26.49,-255,-532,-360
 8:10,26.5,-454,-736,-379
 8:10,26.52,-306,-93,-387
 8:10,26.53,-492,-508,-420
 8:10,26.55,-465,-117,-430
 8:10,26.56,-342,-727,-372
 8:10,26.57,-330,-72,-400
 8:10,26.58,-246,-399,-363
 8:10,26.6,-492,-183,-423
 8:10,26.61,-360,-43,-399
 8:10,26.63,-459,-630,-399
 8:10,26.64,-249,-310,-367
 8:10,26.66,-283,-678,-357
 8:10,26.67,-396,-33,-408
 8:10,26.68,-262,-234,-375
 8:10,26.69,-505,-334,-429
 8:10,26.71,-273,-612,-352
 8:10,26.72,-399,-712,-387
 8:10,26.74,-289,-165,-379
 8:10,26.75,-255,-544,-355
 8:10,26.76,-453,-81,-426
 8:10,26.78,-373,-735,-366
 8:10,26.79,-495,-505,-411
 8:10,26.81,-231,-469,-358
 8:10,26.82,-342,-723,-366
 8:10,26.83,-334,-67,-399
 8:10,26.85,-478,-570,-412
 8:10,26.86,-489,-205,-426
 8:10,26.87,-306,-693,-363
 8:10,26.89,-454,-637,-399
