sep=,,,,
,,,,
June 8. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 8:11,45.59,-313,403,354
 8:11,45.61,-207,88,379
 8:11,45.62,-456,294,351
 8:11,45.64,-253,-214,375
 8:11,45.65,-397,-138,369
 8:11,45.66,-205,163,373
 8:11,45.67,-229,-177,370
 8:11,45.69,-373,441,352
 8:11,45.7,-361,-186,370
 8:11,45.72,-471,148,352
 8:11,45.73,-217,-126,376
 8:11,45.75,-343,-216,372
 8:11,45.76,-259,300,367
 8:11,45.77,-462,63,358
 8:11,45.78,-436,393,343
 8:11,45.8,-310,-235,375
 8:11,45.82,-285,358,355
 8:11,45.83,-193,15,372
 8:11,45.84,-444,349,357
 8:11,45.85,-313,402,354
 8:11,45.87,-418,-85,358
 8:11,45.88,-205,81,376
 8:11,45.9,-256,-211,375
 8:11,45.91,-340,426,354
 8:11,45.92,-214,166,369
 8:11,45.94,-474,217,354
 8:11,45.95,-232,-177,375
 8:11,45.96,-363,-192,361
 8:11,45.98,-232,235,364
 8:11,45.99,-207,-138,375
 8:11,46.01,-405,421,354
 8:11,46.02,-336,-217,369
 8:11,46.03,-453,60,358
 8:11,46.05,-204,-60,375
 8:11,46.06,-300,-234,378
 8:11,46.07,-286,358,364
 8:11,46.09,-442,-13,363
 8:11,46.1,-451,340,348
 8:11,46.12,-270,-238,369
 8:11,46.13,-424,-82,363
 8:11,46.14,-213,93,381
 8:11,46.16,-462,282,358
 8:11,46.17,-340,424,360
 8:11,46.19,-400,-130,364
 8:11,46.2,-472,225,358
 8:11,46.21,-238,-189,382
 8:11,46.23,-358,433,345
 8:11,46.24,-229,225,358
 8:11,46.25,-466,148,354
 8:11,46.27,-219,-138,367
 8:11,46.28,-339,-220,370
 8:11,46.3,-256,300,372
 8:11,46.31,-207,-67,375
 8:11,46.32,-430,391,355
 8:11,46.33,-307,-232,376
 8:11,46.35,-442,0,357
 8:11,46.36,-202,7,376
 8:11,46.38,-282,-243,378
 8:11,46.39,-306,402,354
 8:11,46.41,-421,-84,363
 8:11,46.42,-453,292,355
 8:11,46.43,-249,-211,376
 8:11,46.45,-396,-135,370
 8:11,46.46,-210,163,369
 8:11,46.48,-469,210,349
 8:11,46.49,-376,429,352
 8:11,46.5,-367,-186,373
 8:11,46.51,-462,141,357
 8:11,46.53,-213,-117,376
 8:11,46.54,-402,426,348
 8:11,46.56,-262,304,361
 8:11,46.57,-454,57,355
 8:11,46.58,-429,390,346
 8:11,46.6,-307,-243,376
 8:11,46.61,-288,360,364
 8:11,46.62,-204,22,375
 8:11,46.64,-441,331,352
 8:11,46.65,-325,400,352
 8:11,46.67,-420,-85,364
 8:11,46.68,-189,103,363
 8:11,46.69,-243,-211,379
 8:11,46.71,-351,429,355
 8:11,46.72,-388,-147,357
 8:11,46.73,-472,202,352
 8:11,46.75,-225,-168,378
 8:11,46.76,-361,-193,363
 8:11,46.78,-241,256,366
 8:11,46.79,-466,117,361
 8:11,46.8,-400,420,351
 8:11,46.82,-340,-219,372
 8:11,46.83,-463,61,358
 8:11,46.85,-202,-57,370
 8:11,46.86,-424,385,342
 8:11,46.87,-291,363,366
 8:11,46.89,-441,-9,360
 8:11,46.9,-447,334,351
 8:11,46.91,-276,-229,375
 8:11,46.93,-318,394,363
 8:11,46.94,-201,91,378
 8:11,46.96,-459,282,348
 8:11,46.97,-348,423,354
 8:11,46.98,-399,-144,369
 8:11,47,-219,166,363
 8:11,47.01,-232,-181,381
 8:11,47.02,-381,430,357
 8:11,47.04,-232,246,364
 8:11,47.05,-471,135,357
 8:11,47.07,-211,-120,387
 8:11,47.08,-340,-214,370
 8:11,47.09,-258,307,372
 8:11,47.11,-454,-58,370
 8:11,47.12,-426,393,357
 8:11,47.14,-297,-235,376
 8:11,47.15,-439,-22,363
 8:11,47.16,-202,24,372
 8:11,47.17,-444,340,352
 8:11,47.19,-315,403,363
 8:11,47.2,-411,-85,360
 8:11,47.22,-459,270,355
 8:11,47.23,-244,-202,375
 8:11,47.25,-351,426,355
 8:11,47.26,-213,183,370
 8:11,47.27,-469,208,352
 8:11,47.28,-381,426,351
 8:11,47.3,-355,-201,373
 8:11,47.31,-238,256,366
 8:11,47.33,-213,-105,381
 8:11,47.34,-411,414,358
 8:11,47.35,-270,315,367
 8:11,47.37,-453,51,354
 8:11,47.38,-202,-40,376
 8:11,47.39,-300,-235,370
 8:11,47.41,-291,367,360
 8:11,47.42,-198,12,372
 8:11,47.44,-450,343,360
 8:11,47.45,-277,-241,378
 8:11,47.46,-426,-81,364
 8:11,47.48,-202,91,373
 8:11,47.49,-448,286,375
 8:11,47.51,-343,415,352
 8:11,47.52,-396,-147,370
 8:11,47.53,-474,216,355
 8:11,47.55,-229,-175,375
 8:11,47.56,-379,438,354
 8:11,47.57,-241,247,367
 8:11,47.59,-465,136,355
 8:11,47.6,-400,423,352
 8:11,47.62,-339,-232,370
 8:11,47.63,-261,309,363
 8:11,47.64,-202,-48,378
 8:11,47.66,-429,387,351
 8:11,47.67,-292,358,363
 8:11,47.68,-451,-13,367
 8:11,47.7,-205,22,378
 8:11,47.71,-274,-232,372
 8:11,47.73,-324,400,354
 8:11,47.74,-201,96,372
 8:11,47.75,-468,279,354
 8:11,47.77,-252,-216,381
 8:11,47.78,-394,-148,366
 8:11,47.8,-220,177,373
 8:11,47.81,-235,-169,376
 8:11,47.82,-381,429,358
 8:11,47.83,-363,-192,366
 8:11,47.85,-465,129,357
 8:11,47.86,-202,-109,381
 8:11,47.88,-331,-216,366
 8:11,47.89,-261,312,361
 8:11,47.91,-454,58,361
 8:11,47.92,-427,378,351
 8:11,47.93,-295,-240,372
 8:11,47.94,-291,373,349
 8:11,47.96,-202,33,375
 8:11,47.97,-445,333,360
 8:11,47.99,-321,403,351
 8:11,48,-423,-93,361
 8:11,48.01,-201,105,370
 8:11,48.03,-250,-208,375
 8:11,48.04,-354,433,346
 8:11,48.05,-219,160,364
 8:11,48.07,-466,208,355
 8:11,48.08,-223,-177,378
 8:11,48.1,-370,-184,366
 8:11,48.11,-243,238,369
 8:11,48.12,-210,-121,370
 8:11,48.14,-406,411,352
 8:11,48.15,-337,-225,376
 8:11,48.17,-456,58,358
 8:11,48.18,-205,-52,378
 8:11,48.19,-304,-237,369
 8:11,48.21,-289,361,355
 8:11,48.22,-430,-13,360
 8:11,48.23,-447,342,348
 8:11,48.25,-279,-231,376
 8:11,48.26,-418,-82,364
 8:11,48.28,-204,97,369
 8:11,48.29,-469,274,352
 8:11,48.3,-346,427,354
 8:11,48.32,-387,-142,367
 8:11,48.33,-222,172,354
 8:11,48.34,-229,-169,376
 8:11,48.36,-379,430,357
 8:11,48.37,-234,252,369
 8:11,48.39,-462,129,360
 8:11,48.4,-214,-111,373
 8:11,48.41,-328,-220,367
 8:11,48.43,-262,316,360
 8:11,48.44,-208,-49,370
 8:11,48.46,-435,387,357
 8:11,48.47,-313,-237,376
 8:11,48.48,-442,-24,354
 8:11,48.5,-207,24,376
 8:11,48.51,-268,-231,376
 8:11,48.52,-319,406,357
 8:11,48.54,-417,-88,355
 8:11,48.55,-465,267,354
 8:11,48.57,-241,-208,373
 8:11,48.58,-388,-159,364
 8:11,48.59,-223,177,367
 8:11,48.6,-465,196,358
 8:11,48.62,-378,435,360
 8:11,48.63,-363,-198,367
 8:11,48.65,-457,117,358
 8:11,48.66,-211,-111,379
 8:11,48.67,-406,411,349
 8:11,48.69,-255,303,367
 8:11,48.7,-462,60,355
 8:11,48.71,-432,384,352
 8:11,48.73,-304,-243,375
 8:11,48.75,-289,361,360
 8:11,48.76,-198,7,369
 8:11,48.77,-444,340,348
 8:11,48.78,-282,-232,366
 8:11,48.8,-417,-85,364
 8:11,48.81,-204,100,369
 8:11,48.83,-256,-213,381
 8:11,48.84,-352,426,351
 8:11,48.85,-405,-147,372
 8:11,48.87,-472,208,346
 8:11,48.88,-228,-169,363
 8:11,48.89,-361,-193,370
 8:11,48.91,-234,237,363
 8:11,48.92,-465,138,352
 8:11,48.94,-403,417,351
 8:11,48.95,-331,-219,372
 8:11,48.96,-460,55,351
 8:11,48.98,-205,-46,375
 8:11,48.99,-438,385,348
 8:11,49,-292,366,361
 8:11,49.02,-444,-22,364
 8:11,49.03,-451,345,346
 8:11,49.05,-282,-232,376
 8:11,49.06,-319,403,361
 8:11,49.07,-210,100,369
 8:11,49.09,-463,274,349
 8:11,49.1,-345,426,357
 8:11,49.12,-388,-151,363
 8:11,49.13,-223,180,366
 8:11,49.14,-231,-165,387
 8:11,49.16,-388,436,352
 8:11,49.17,-364,262,366
 8:11,49.18,-466,117,360
 8:11,49.2,-219,-112,376
 8:11,49.21,-336,-226,379
 8:11,49.23,-270,315,355
 8:11,49.24,-457,43,357
 8:11,49.25,-430,376,357
 8:11,49.26,-295,-240,379
 8:11,49.28,-439,-33,364
 8:11,49.29,-198,36,370
 8:11,49.31,-450,325,351
 8:11,49.32,-313,396,354
 8:11,49.33,-420,-79,372
 8:11,49.35,-460,273,351
 8:11,49.36,-247,-207,378
 8:11,49.37,-354,417,351
 8:11,49.39,-220,177,369
 8:11,49.41,-465,214,352
 8:11,49.42,-378,430,354
 8:11,49.43,-372,-186,367
 8:11,49.44,-238,249,367
