June 4. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 9:23,49.32,-237,-405,291
 9:23,49.33,-426,237,286
 9:23,49.35,-220,-291,309
 9:23,49.37,-529,771,285
 9:23,49.38,-442,547,297
 9:23,49.39,-382,76,286
 9:23,49.41,-523,700,276
 9:23,49.42,-195,-505,307
 9:23,49.43,-475,663,289
 9:23,49.45,-297,15,309
 9:23,49.46,-498,595,274
 9:23,49.48,-510,744,298
 9:23,49.49,-279,-238,289
 9:23,49.5,-337,181,307
 9:23,49.51,-198,-433,315
 9:23,49.53,-520,786,291
 9:23,49.54,-387,349,301
 9:23,49.56,-438,294,279
 9:23,49.57,-213,-336,312
 9:23,49.58,-211,-454,301
 9:23,49.6,-429,499,289
 9:23,49.61,-238,-196,306
 9:23,49.62,-528,738,282
 9:23,49.64,-202,-496,304
 9:23,49.66,-354,-6,291
 9:23,49.67,-270,-73,313
 9:23,49.68,-192,-505,306
 9:23,49.69,-489,706,297
 9:23,49.71,-304,-163,288
 9:23,49.72,-495,534,273
 9:23,49.74,-195,-475,307
 9:23,49.75,-262,-306,303
 9:23,49.76,-364,255,306
 9:23,49.78,-457,376,276
 9:23,49.79,-529,790,286
 9:23,49.8,-232,-403,300
 9:23,49.82,-411,418,289
 9:23,49.83,-228,-268,310
 9:23,49.85,-528,759,285
 9:23,49.86,-444,561,297
 9:23,49.87,-361,49,283
 9:23,49.89,-261,-130,319
 9:23,49.9,-192,-502,307
 9:23,49.91,-478,678,294
 9:23,49.93,-295,36,316
 9:23,49.94,-499,574,289
 9:23,49.96,-190,-489,303
 9:23,49.97,-276,-267,297
 9:23,49.98,-342,210,306
 9:23,50,-193,-423,310
 9:23,50.01,-526,777,289
 9:23,50.03,-247,-379,304
 9:23,50.04,-417,262,271
 9:23,50.05,-216,-310,303
 9:23,50.07,-210,-466,300
 9:23,50.08,-426,526,303
 9:23,50.09,-376,88,282
 9:23,50.11,-520,705,279
 9:23,50.12,-190,-507,304
 9:23,50.14,-333,-75,283
 9:23,50.15,-297,-6,309
 9:23,50.16,-514,613,280
 9:23,50.17,-507,736,288
 9:23,50.19,-289,-228,291
 9:23,50.2,-469,468,277
 9:23,50.22,-181,-439,303
 9:23,50.23,-526,787,288
 9:23,50.25,-375,348,304
 9:23,50.26,-432,352,282
 9:23,50.27,-531,784,291
 9:23,50.29,-222,-430,301
 9:23,50.3,-412,463,303
 9:23,50.32,-240,-232,304
 9:23,50.33,-529,739,279
 9:23,50.34,-462,607,300
 9:23,50.35,-340,3,288
 9:23,50.37,-265,-78,313
 9:23,50.38,-187,-501,310
 9:23,50.4,-493,697,295
 9:23,50.41,-316,85,309
 9:23,50.42,-487,528,283
 9:23,50.44,-192,-463,310
 9:23,50.45,-265,-309,301
 9:23,50.46,-361,264,312
 9:23,50.48,-202,-394,307
 9:23,50.49,-534,783,283
 9:23,50.51,-229,-412,300
 9:23,50.52,-402,210,286
 9:23,50.53,-229,-267,306
 9:23,50.55,-537,756,291
 9:23,50.56,-457,567,300
 9:23,50.58,-364,40,283
 9:23,50.59,-511,691,280
 9:23,50.6,-189,-505,304
 9:23,50.62,-487,685,295
 9:23,50.63,-310,43,312
 9:23,50.64,-492,576,280
 9:23,50.66,-516,756,283
 9:23,50.67,-277,-262,297
 9:23,50.69,-343,210,312
 9:23,50.7,-190,-418,307
 9:23,50.71,-522,787,285
 9:23,50.73,-399,379,309
 9:23,50.74,-424,267,283
 9:23,50.75,-216,-312,303
 9:23,50.77,-211,-469,303
 9:23,50.78,-444,535,300
 9:23,50.8,-252,-171,325
 9:23,50.81,-522,718,279
 9:23,50.82,-192,-502,304
 9:23,50.84,-327,-81,291
 9:23,50.85,-292,-12,312
 9:23,50.87,-180,-501,313
 9:23,50.88,-504,732,295
 9:23,50.89,-295,-196,292
 9:23,50.91,-478,495,286
 9:23,50.92,-189,-450,313
 9:23,50.93,-255,-334,298
 9:23,50.95,-372,301,310
 9:23,50.96,-438,345,288
 9:23,50.98,-532,786,291
 9:23,50.99,-217,-433,301
 9:23,51,-402,169,285
 9:23,51.01,-237,-246,313
 9:23,51.03,-531,744,273
 9:23,51.04,-460,606,298
 9:23,51.06,-352,1,295
 9:23,51.07,-517,658,282
 9:23,51.08,-186,-507,303
 9:23,51.1,-493,699,292
 9:23,51.11,-313,87,307
 9:23,51.13,-490,547,289
 9:23,51.14,-511,771,291
 9:23,51.16,-267,-294,294
 9:23,51.17,-361,261,304
 9:23,51.18,-195,-387,313
 9:23,51.19,-535,786,286
 9:23,51.21,-400,424,304
 9:23,51.22,-405,220,286
 9:23,51.24,-228,-276,316
 9:23,51.25,-196,-481,307
 9:23,51.26,-451,577,300
 9:23,51.28,-361,37,285
 9:23,51.29,-519,681,286
 9:23,51.3,-190,-516,316
 9:23,51.32,-319,-129,288
 9:23,51.33,-310,42,313
 9:23,51.35,-495,574,285
 9:23,51.36,-505,757,292
 9:23,51.37,-271,-268,285
 9:23,51.39,-459,420,282
 9:23,51.4,-198,-414,313
 9:23,51.42,-520,781,285
 9:23,51.43,-387,385,310
 9:23,51.44,-417,250,279
 9:23,51.46,-532,768,279
 9:23,51.47,-213,-474,294
 9:23,51.48,-442,543,300
 9:23,51.5,-256,-150,312
 9:23,51.51,-529,703,282
 9:23,51.53,-465,636,301
 9:23,51.54,-333,-61,285
 9:23,51.55,-286,-18,303
 9:23,51.57,-181,-495,310
 9:23,51.58,-495,732,297
 9:23,51.59,-330,156,309
 9:23,51.61,-480,477,286
 9:23,51.62,-195,-442,312
 9:23,51.64,-250,-346,309
 9:23,51.65,-372,330,307
 9:23,51.66,-219,-345,310
 9:23,51.68,-531,783,283
 9:23,51.69,-217,-451,303
 9:23,51.71,-390,135,285
 9:23,51.72,-241,-207,319
 9:23,51.73,-193,-501,301
 9:23,51.75,-462,615,291
 9:23,51.76,-339,-37,288
 9:23,51.77,-510,636,289
 9:23,51.79,-190,-502,307
 9:23,51.8,-297,-187,291
 9:23,51.82,-319,121,306
 9:23,51.83,-477,508,286
 9:23,51.84,-516,777,292
 9:23,51.85,-252,-331,298
 9:23,51.87,-445,351,280
 9:23,51.88,-202,-376,312
 9:23,51.9,-534,783,289
 9:23,51.91,-408,454,298
 9:23,51.92,-394,189,279
 9:23,51.94,-535,756,280
 9:23,51.95,-199,-493,313
 9:23,51.96,-453,585,295
 9:23,51.98,-267,-94,312
 9:23,52,-513,666,280
 9:23,52.01,-187,-507,303
 9:23,52.02,-309,-151,291
 9:23,52.03,-307,76,316
 9:23,52.05,-177,-472,309
 9:23,52.06,-517,757,285
 9:23,52.08,-261,-295,289
 9:23,52.09,-453,391,274
 9:23,52.1,-196,-399,316
 9:23,52.12,-231,-405,295
 9:23,52.13,-399,411,304
 9:23,52.14,-411,225,286
 9:23,52.16,-526,765,274
 9:23,52.17,-216,-469,304
 9:23,52.19,-379,82,286
 9:23,52.2,-255,-159,306
 9:23,52.21,-516,703,285
 9:23,52.23,-478,652,298
 9:23,52.24,-330,-90,292
 9:23,52.25,-498,598,276
 9:23,52.27,-184,-493,304
 9:23,52.28,-505,741,286
 9:23,52.3,-327,178,307
 9:23,52.31,-472,469,277
 9:23,52.32,-520,781,289
 9:23,52.34,-247,-366,286
 9:23,52.35,-384,345,306
 9:23,52.37,-210,-336,309
 9:23,52.38,-531,778,280
 9:23,52.39,-430,501,309
 9:23,52.41,-381,127,280
 9:23,52.42,-241,-196,315
 9:23,52.43,-196,-501,301
 9:23,52.45,-460,630,292
 9:23,52.46,-279,-31,315
 9:23,52.48,-504,630,285
 9:23,52.49,-183,-505,310
 9:23,52.5,-289,-199,291
 9:23,52.51,-318,138,312
 9:23,52.53,-187,-448,309
 9:23,52.54,-519,781,292
 9:23,52.56,-247,-331,297
 9:23,52.57,-441,336,277
 9:23,52.58,-213,-361,310
 9:23,52.6,-213,-438,301
 9:23,52.61,-424,468,303
 9:23,52.63,-396,162,289
 9:23,52.64,-526,747,274
 9:23,52.66,-201,-493,304
 9:23,52.67,-462,-9,294
 9:23,52.68,-277,-75,312
 9:23,52.69,-519,658,279
 9:23,52.71,-495,712,294
 9:23,52.72,-301,-175,294
 9:23,52.74,-316,108,309
 9:23,52.75,-189,-469,315
 9:23,52.76,-513,766,280
 9:23,52.78,-358,240,300
 9:23,52.79,-460,409,283
 9:23,52.8,-201,-411,312
 9:23,52.82,-229,-405,295
 9:23,52.83,-396,402,300
 9:23,52.85,-214,-294,315
 9:23,52.86,-529,756,279
 9:23,52.87,-207,-474,306
 9:23,52.89,-370,69,291
 9:23,52.9,-249,-139,313
 9:23,52.92,-193,-514,306
 9:23,52.93,-481,670,300
 9:23,52.94,-324,-108,289
 9:23,52.96,-493,591,283
 9:23,52.97,-190,-496,316
 9:23,52.98,-277,-261,292
 9:23,53,-342,198,307
 9:23,53.01,-469,441,277
 9:23,53.03,-522,787,288
 9:23,53.04,-252,-378,301
 9:23,53.05,-423,279,280
 9:23,53.07,-208,-318,306
 9:23,53.08,-531,774,291
 9:23,53.09,-433,523,292
 9:23,53.11,-373,97,283
 9:23,53.12,-525,723,279
 9:23,53.14,-190,-504,307
 9:23,53.15,-471,645,294
 9:23,53.16,-286,-19,313
 9:23,53.17,-504,607,280
 9:23,53.19,-498,721,283
 9:23,53.21,-294,-211,285
 9:23,53.22,-330,156,304
 9:23,53.23,-189,-447,309
 9:23,53.25,-529,777,295
 9:23,53.26,-376,321,307
 9:23,53.27,-441,325,280
 9:23,53.29,-204,-358,310
 9:23,53.3,-217,-442,304
 9:23,53.32,-420,478,303
 9:23,53.33,-394,-220,298
 9:23,53.34,-529,741,280
 9:23,53.35,-187,-502,298
 9:23,53.37,-346,-21,283
 9:23,53.38,-279,-66,313
 9:23,53.4,-513,646,282
 9:23,53.41,-486,700,292
 9:23,53.42,-306,-144,291
 9:23,53.44,-483,555,286
 9:23,53.45,-189,-474,315
 9:23,53.46,-519,760,285
 9:23,53.48,-351,246,309
