June 4. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 9:30,39.36,-255,-61,330
 9:30,39.37,-555,394,369
 9:30,39.39,-541,429,355
 9:30,39.4,-276,-121,352
 9:30,39.41,-315,46,321
 9:30,39.43,-139,-309,325
 9:30,39.44,-564,471,351
 9:30,39.46,-364,156,325
 9:30,39.47,-462,213,372
 9:30,39.48,-156,-259,316
 9:30,39.5,-177,-267,342
 9:30,39.51,-435,253,346
 9:30,39.52,-198,-181,321
 9:30,39.54,-580,460,364
 9:30,39.55,-144,-313,334
 9:30,39.57,-340,6,358
 9:30,39.58,-240,-81,324
 9:30,39.59,-555,408,372
 9:30,39.61,-528,415,351
 9:30,39.62,-280,-106,361
 9:30,39.64,-528,334,372
 9:30,39.65,-130,-313,325
 9:30,39.66,-559,466,358
 9:30,39.67,-357,129,327
 9:30,39.69,-480,240,367
 9:30,39.7,-571,481,364
 9:30,39.72,-180,-265,343
 9:30,39.73,-414,232,333
 9:30,39.75,-174,-222,318
 9:30,39.76,-576,483,364
 9:30,39.77,-468,303,336
 9:30,39.78,-373,48,370
 9:30,39.8,-210,-127,322
 9:30,39.81,-135,-334,331
 9:30,39.83,-514,385,337
 9:30,39.84,-274,-27,319
 9:30,39.85,-540,378,367
 9:30,39.87,-135,-324,322
 9:30,39.88,-258,-145,354
 9:30,39.9,-327,78,334
 9:30,39.91,-139,-295,324
 9:30,39.92,-574,477,357
 9:30,39.94,-205,-238,343
 9:30,39.95,-448,184,376
 9:30,39.96,-172,-234,318
 9:30,39.98,-162,-283,343
 9:30,39.99,-445,280,331
 9:30,40.01,-396,78,375
 9:30,40.02,-571,441,375
 9:30,40.03,-142,-318,328
 9:30,40.05,-328,-31,364
 9:30,40.06,-256,-52,322
 9:30,40.08,-552,399,370
 9:30,40.09,-540,432,349
 9:30,40.1,-274,-127,354
 9:30,40.12,-505,318,372
 9:30,40.13,-138,-304,321
 9:30,40.14,-565,471,358
 9:30,40.16,-367,153,327
 9:30,40.17,-459,219,370
 9:30,40.19,-582,481,360
 9:30,40.2,-181,-276,342
 9:30,40.21,-424,259,337
 9:30,40.23,-190,-178,315
 9:30,40.24,-579,457,367
 9:30,40.25,-489,342,342
 9:30,40.27,-345,9,361
 9:30,40.28,-235,-93,321
 9:30,40.3,-136,-330,325
 9:30,40.31,-529,417,342
 9:30,40.32,-297,9,315
 9:30,40.34,-529,343,372
 9:30,40.35,-129,-322,322
 9:30,40.37,-240,-186,354
 9:30,40.38,-346,96,324
 9:30,40.39,-147,-288,309
 9:30,40.41,-571,474,360
 9:30,40.42,-202,-246,342
 9:30,40.43,-436,175,372
 9:30,40.45,-165,-228,313
 9:30,40.46,-583,-303,345
 9:30,40.48,-463,295,342
 9:30,40.49,-373,64,367
 9:30,40.5,-574,436,364
 9:30,40.51,-139,-331,327
 9:30,40.53,-504,382,343
