June 4. 2018,,,,
Sensor Datalog,,,,
Time,Time,Mag Field(XYZ),,
[h:m],[s],[mGauss],[mGauss],[mGauss]
 9:24,44.11,-795,864,490
 9:24,44.12,-459,-160,493
 9:24,44.14,-657,393,490
 9:24,44.15,-444,-73,495
 9:24,44.16,-796,858,484
 9:24,44.18,-700,667,493
 9:24,44.19,-609,243,484
 9:24,44.21,-783,787,484
 9:24,44.22,-406,-247,505
 9:24,44.23,-748,772,487
 9:24,44.25,-529,211,496
 9:24,44.26,-760,694,493
 9:24,44.27,-772,831,493
 9:24,44.29,-504,-36,495
 9:24,44.3,-597,360,490
 9:24,44.32,-414,-175,498
 9:24,44.33,-790,865,484
 9:24,44.34,-639,507,499
 9:24,44.36,-669,435,490
 9:24,44.37,-432,-88,501
 9:24,44.39,-424,-214,499
 9:24,44.4,-688,639,487
 9:24,44.41,-478,27,508
 9:24,44.42,-786,813,490
 9:24,44.44,-414,-253,501
 9:24,44.45,-567,123,486
 9:24,44.47,-531,181,504
 9:24,44.48,-399,-243,504
 9:24,44.5,-765,822,484
 9:24,44.51,-520,-4,490
 9:24,44.52,-741,634,475
 9:24,44.53,-406,-207,496
 9:24,44.55,-480,-99,487
 9:24,44.56,-612,450,498
 9:24,44.58,-697,484,486
 9:24,44.59,-793,873,484
 9:24,44.6,-435,-192,487
 9:24,44.62,-667,586,498
 9:24,44.63,-460,-24,501
 9:24,44.65,-792,834,487
 9:24,44.66,-706,705,490
 9:24,44.67,-591,189,490
 9:24,44.69,-496,115,501
 9:24,44.7,-399,-252,495
 9:24,44.71,-753,798,487
 9:24,44.73,-553,276,493
 9:24,44.74,-751,651,484
 9:24,44.76,-394,-217,498
 9:24,44.77,-484,-82,490
 9:24,44.78,-604,415,495
 9:24,44.8,-423,-147,502
 9:24,44.81,-790,879,486
 9:24,44.82,-441,-168,490
 9:24,44.84,-654,358,481
 9:24,44.85,-453,-36,498
 9:24,44.87,-412,-232,493
 9:24,44.88,-705,691,501
 9:24,44.89,-598,210,481
 9:24,44.91,-778,774,483
 9:24,44.92,-403,-253,493
 9:24,44.94,-544,60,487
 9:24,44.95,-553,247,501
 9:24,44.96,-751,670,490
 9:24,44.98,-774,841,481
 9:24,44.99,-501,-57,495
 9:24,45,-712,541,484
 9:24,45.02,-414,-160,496
 9:24,45.03,-793,870,483
 9:24,45.05,-652,540,493
 9:24,45.06,-657,391,486
 9:24,45.07,-796,849,486
 9:24,45.08,-421,-229,499
 9:24,45.1,-705,669,493
 9:24,45.11,-489,73,501
 9:24,45.13,-783,781,483
 9:24,45.14,-733,754,490
 9:24,45.16,-555,108,490
 9:24,45.17,-523,184,493
 9:24,45.18,-394,-243,504
 9:24,45.2,-772,838,481
 9:24,45.21,-577,345,498
 9:24,45.23,-723,586,487
