sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 8:12,57.84,,,,,,,,,,231,433,-264,
 8:12,57.85,,,,,,,,,,237,222,307,
 8:12,57.87,,,,,,,,,,228,216,19,
 8:12,57.88,,,,,,,,,,256,444,223,
 8:12,57.90,,,,,,,,,,241,247,333,
 8:12,57.91,,,,,,,,,,232,523,-171,
 8:12,57.92,,,,,,,,,,228,195,88,
 8:12,57.94,,,,,,,,,,220,336,-223,
 8:12,57.95,,,,,,,,,,261,280,339,
 8:12,57.96,,,,,,,,,,229,189,159,
 8:12,57.98,,,,,,,,,,246,510,79,
 8:12,57.99,,,,,,,,,,228,294,-160,
 8:12,58.01,,,,,,,,,,228,477,-264,
 8:12,58.02,,,,,,,,,,241,187,238,
 8:12,58.03,,,,,,,,,,222,255,-94,
 8:12,58.05,,,,,,,,,,247,385,294,
 8:12,58.06,,,,,,,,,,231,444,-274,
 8:12,58.07,,,,,,,,,,237,538,-88,
 8:12,58.09,,,,,,,,,,234,214,-4,
 8:12,58.10,,,,,,,,,,231,396,-262,
 8:12,58.12,,,,,,,,,,244,238,327,
 8:12,58.13,,,,,,,,,,237,534,-165,
 8:12,58.14,,,,,,,,,,241,471,171,
 8:12,58.16,,,,,,,,,,220,346,-232,
 8:12,58.17,,,,,,,,,,234,523,-219,
 8:12,58.19,,,,,,,,,,223,189,154,
 8:12,58.20,,,,,,,,,,249,511,96,
 8:12,58.21,,,,,,,,,,247,319,337,
 8:12,58.23,,,,,,,,,,229,487,-262,
 8:12,58.24,,,,,,,,,,244,523,12,
 8:12,58.25,,,,,,,,,,220,261,-102,
 8:12,58.27,,,,,,,,,,255,369,301,
 8:12,58.28,,,,,,,,,,240,198,288,
 8:12,58.30,,,,,,,,,,241,540,-82,
 8:12,58.31,,,,,,,,,,256,424,240,
 8:12,58.32,,,,,,,,,,216,393,-267,
 8:12,58.33,,,,,,,,,,240,235,324,
 8:12,58.35,,,,,,,,,,228,202,69,
 8:12,58.36,,,,,,,,,,243,459,175,
 8:12,58.38,,,,,,,,,,243,274,348,
 8:12,58.39,,,,,,,,,,234,523,-217,
 8:12,58.41,,,,,,,,,,231,187,142,
 8:12,58.42,,,,,,,,,,223,309,-187,
 8:12,58.43,,,,,,,,,,253,322,331,
 8:12,58.44,,,,,,,,,,234,190,219,
 8:12,58.46,,,,,,,,,,247,522,12,
 8:12,58.48,,,,,,,,,,231,265,-112,
 8:12,58.49,,,,,,,,,,226,450,-264,
 8:12,58.50,,,,,,,,,,237,202,273,
 8:12,58.51,,,,,,,,,,225,229,-48,
 8:12,58.53,,,,,,,,,,249,411,273,
 8:12,58.54,,,,,,,,,,226,423,-271,
 8:12,58.56,,,,,,,,,,238,531,-129,
 8:12,58.57,,,,,,,,,,219,208,34,
 8:12,58.58,,,,,,,,,,226,370,-253,
 8:12,58.60,,,,,,,,,,238,262,346,
 8:12,58.61,,,,,,,,,,246,522,-186,
 8:12,58.62,,,,,,,,,,252,484,136,
 8:12,58.64,,,,,,,,,,222,322,-210,
 8:12,58.65,,,,,,,,,,244,300,348,
 8:12,58.67,,,,,,,,,,234,181,187,
 8:12,58.68,,,,,,,,,,243,519,51,
 8:12,58.69,,,,,,,,,,244,351,328,
 8:12,58.71,,,,,,,,,,228,475,-268,
 8:12,58.72,,,,,,,,,,234,199,256,
 8:12,58.73,,,,,,,,,,223,247,-64,
 8:12,58.75,,,,,,,,,,250,394,280,
 8:12,58.76,,,,,,,,,,243,211,306,
 8:12,58.78,,,,,,,,,,243,541,-108,
 8:12,58.79,,,,,,,,,,225,213,18,
 8:12,58.80,,,,,,,,,,220,385,-253,
 8:12,58.82,,,,,,,,,,246,261,339,
 8:12,58.83,,,,,,,,,,220,198,88,
 8:12,58.85,,,,,,,,,,250,480,147,
 8:12,58.86,,,,,,,,,,225,325,-213,
 8:12,58.87,,,,,,,,,,234,510,-226,
 8:12,58.89,,,,,,,,,,234,174,172,
 8:12,58.90,,,,,,,,,,229,288,-160,
 8:12,58.91,,,,,,,,,,246,346,337,
 8:12,58.93,,,,,,,,,,226,484,-264,
 8:12,58.94,,,,,,,,,,250,541,-21,
 8:12,58.96,,,,,,,,,,220,246,-87,
 8:12,58.97,,,,,,,,,,219,439,-273,
 8:12,58.98,,,,,,,,,,235,207,306,
 8:12,59.00,,,,,,,,,,237,534,-100,
 8:12,59.01,,,,,,,,,,243,433,238,
 8:12,59.02,,,,,,,,,,225,390,-261,
 8:12,59.04,,,,,,,,,,234,534,-171,
 8:12,59.05,,,,,,,,,,225,195,82,
 8:12,59.07,,,,,,,,,,249,477,168,
 8:12,59.08,,,,,,,,,,247,282,339,
 8:12,59.09,,,,,,,,,,238,514,-225,
 8:12,59.11,,,,,,,,,,252,504,82,
 8:12,59.12,,,,,,,,,,226,295,-168,
 8:12,59.14,,,,,,,,,,246,336,331,
 8:12,59.15,,,,,,,,,,234,187,225,
 8:12,59.16,,,,,,,,,,250,523,15,
 8:12,59.17,,,,,,,,,,249,369,309,
 8:12,59.19,,,,,,,,,,219,453,-274,
 8:12,59.20,,,,,,,,,,241,201,277,
 8:12,59.22,,,,,,,,,,223,231,-30,
 8:12,59.23,,,,,,,,,,249,421,256,
 8:12,59.25,,,,,,,,,,247,235,321,
 8:12,59.26,,,,,,,,,,238,534,-154,
 8:12,59.27,,,,,,,,,,225,199,52,
 8:12,59.28,,,,,,,,,,222,358,-234,
 8:12,59.30,,,,,,,,,,246,271,340,
 8:12,59.31,,,,,,,,,,222,198,139,
 8:12,59.33,,,,,,,,,,252,501,106,
 8:12,59.34,,,,,,,,,,216,303,-190,
 8:12,59.35,,,,,,,,,,223,499,-247,
 8:12,59.37,,,,,,,,,,232,193,216,
 8:12,59.38,,,,,,,,,,249,522,-114,
 8:12,59.40,,,,,,,,,,241,364,316,
 8:12,59.41,,,,,,,,,,220,459,-267,
 8:12,59.42,,,,,,,,,,238,534,-55,
 8:12,59.44,,,,,,,,,,223,229,-39,
 8:12,59.45,,,,,,,,,,250,415,259,
 8:12,59.46,,,,,,,,,,238,220,321,
 8:12,59.48,,,,,,,,,,238,543,-139,
 8:12,59.49,,,,,,,,,,255,459,202,
 8:12,59.51,,,,,,,,,,228,372,-241,
 8:12,59.52,,,,,,,,,,246,261,348,
 8:12,59.53,,,,,,,,,,232,192,127,
 8:12,59.55,,,,,,,,,,247,493,120,
 8:12,59.56,,,,,,,,,,246,304,340,
 8:12,59.57,,,,,,,,,,229,499,-244,
 8:12,59.59,,,,,,,,,,232,178,199,
 8:12,59.60,,,,,,,,,,217,273,-136,
 8:12,59.62,,,,,,,,,,243,354,324,
 8:12,59.63,,,,,,,,,,240,196,268,
 8:12,59.64,,,,,,,,,,240,537,-43,
 8:12,59.66,,,,,,,,,,223,237,-57,
 8:12,59.67,,,,,,,,,,232,418,-265,
 8:12,59.69,,,,,,,,,,237,225,316,
 8:12,59.70,,,,,,,,,,225,210,31,
 8:12,59.71,,,,,,,,,,262,444,210,
 8:12,59.73,,,,,,,,,,216,376,-252,
 8:12,59.74,,,,,,,,,,240,526,-192,
 8:12,59.75,,,,,,,,,,223,193,115,
 8:12,59.77,,,,,,,,,,220,331,-211,
 8:12,59.78,,,,,,,,,,250,277,343,
 8:12,59.80,,,,,,,,,,231,523,-231,
 8:12,59.81,,,,,,,,,,249,513,78,
 8:12,59.82,,,,,,,,,,228,283,-165,
 8:12,59.83,,,,,,,,,,237,480,-264,
 8:12,59.85,,,,,,,,,,229,193,235,
 8:12,59.86,,,,,,,,,,241,531,-12,
 8:12,59.88,,,,,,,,,,246,379,297,
 8:12,59.89,,,,,,,,,,217,442,-274,
 8:12,59.91,,,,,,,,,,238,540,-91,
 8:12,59.92,,,,,,,,,,228,219,-24,
 8:12,59.93,,,,,,,,,,253,432,246,
 8:12,59.94,,,,,,,,,,249,241,328,
 8:12,59.96,,,,,,,,,,243,534,-166,
 8:12,59.98,,,,,,,,,,255,466,169,
 8:12,59.99,,,,,,,,,,226,348,-226,
 8:13,00.00,,,,,,,,,,244,280,354,
