sep=,

June 14. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
10:03,27.78,,,,,,,,,,136,265,-88,
10:03,27.79,,,,,,,,,,129,417,-76,
10:03,27.80,,,,,,,,,,139,529,361,
10:03,27.82,,,,,,,,,,130,657,421,
10:03,27.83,,,,,,,,,,138,222,-180,
10:03,27.85,,,,,,,,,,142,471,280,
10:03,27.86,,,,,,,,,,133,229,-355,
10:03,27.87,,,,,,,,,,139,648,451,
10:03,27.89,,,,,,,,,,129,540,138,
10:03,27.90,,,,,,,,,,142,415,190,
10:03,27.92,,,,,,,,,,138,625,465,
10:03,27.93,,,,,,,,,,138,168,-328,
10:03,27.94,,,,,,,,,,136,589,235,
10:03,27.96,,,,,,,,,,129,322,-231,
10:03,27.97,,,,,,,,,,133,595,441,
10:03,27.98,,,,,,,,,,142,160,-376,
10:03,28.00,,,,,,,,,,141,300,-25,
10:03,28.01,,,,,,,,,,130,387,-139,
10:03,28.03,,,,,,,,,,127,178,-376,
10:03,28.04,,,,,,,,,,138,643,402,
10:03,28.05,,,,,,,,,,136,238,-135,
10:03,28.07,,,,,,,,,,147,505,331,
10:03,28.08,,,,,,,,,,135,208,-370,
10:03,28.09,,,,,,,,,,141,207,-220,
10:03,28.11,,,,,,,,,,118,508,73,
10:03,28.12,,,,,,,,,,142,448,247,
10:03,28.14,,,,,,,,,,127,640,457,
10:03,28.15,,,,,,,,,,139,181,-300,
10:03,28.16,,,,,,,,,,133,384,150,
10:03,28.17,,,,,,,,,,124,297,-271,
10:03,28.19,,,,,,,,,,136,618,454,
10:03,28.20,,,,,,,,,,130,598,274,
10:03,28.22,,,,,,,,,,138,321,34,
10:03,28.23,,,,,,,,,,138,585,430,
10:03,28.25,,,,,,,,,,130,168,-379,
10:03,28.26,,,,,,,,,,138,622,339,
10:03,28.27,,,,,,,,,,115,399,-118,
10:03,28.29,,,,,,,,,,139,550,387,
10:03,28.30,,,,,,,,,,136,643,397,
10:03,28.32,,,,,,,,,,133,237,-150,
10:03,28.33,,,,,,,,,,132,465,-18,
10:03,28.34,,,,,,,,,,139,217,-373,
10:03,28.35,,,,,,,,,,133,646,439,
10:03,28.37,,,,,,,,,,130,516,85,
10:03,28.38,,,,,,,,,,141,429,228,
10:03,28.40,,,,,,,,,,132,256,-321,
10:03,28.41,,,,,,,,,,142,172,-310,
10:03,28.42,,,,,,,,,,124,568,201,
10:03,28.44,,,,,,,,,,136,375,-256,
10:03,28.45,,,,,,,,,,135,610,456,
10:03,28.46,,,,,,,,,,139,165,-354,
10:03,28.48,,,,,,,,,,148,309,10,
10:03,28.49,,,,,,,,,,130,364,-166,
10:03,28.51,,,,,,,,,,138,565,415,
10:03,28.52,,,,,,,,,,135,643,369,
10:03,28.53,,,,,,,,,,133,262,-87,
10:03,28.55,,,,,,,,,,138,522,364,
10:03,28.56,,,,,,,,,,133,192,-379,
10:03,28.58,,,,,,,,,,136,643,424,
10:03,28.59,,,,,,,,,,126,480,30,
10:03,28.60,,,,,,,,,,144,468,270,
10:03,28.62,,,,,,,,,,142,646,462,
10:03,28.63,,,,,,,,,,136,186,-267,
10:03,28.64,,,,,,,,,,130,538,135,
10:03,28.66,,,,,,,,,,121,285,-295,
10:03,28.67,,,,,,,,,,138,634,462,
10:03,28.69,,,,,,,,,,133,588,232,
10:03,28.70,,,,,,,,,,135,342,76,
10:03,28.71,,,,,,,,,,138,328,-223,
10:03,28.73,,,,,,,,,,133,160,-378,
10:03,28.74,,,,,,,,,,132,619,334,
10:03,28.75,,,,,,,,,,133,399,-123,
10:03,28.77,,,,,,,,,,130,556,394,
10:03,28.78,,,,,,,,,,132,184,-393,
10:03,28.80,,,,,,,,,,142,234,-138,
10:03,28.81,,,,,,,,,,127,456,-25,
10:03,28.82,,,,,,,,,,136,208,-372,
10:03,28.83,,,,,,,,,,132,655,439,
10:03,28.85,,,,,,,,,,136,202,-228,
10:03,28.86,,,,,,,,,,145,457,256,
10:03,28.88,,,,,,,,,,130,240,-334,
10:03,28.89,,,,,,,,,,139,184,-288,
10:03,28.91,,,,,,,,,,133,555,165,
10:03,28.92,,,,,,,,,,138,397,159,
10:03,28.93,,,,,,,,,,136,619,451,
10:03,28.95,,,,,,,,,,136,171,-349,
10:03,28.96,,,,,,,,,,132,592,262,
10:03,28.98,,,,,,,,,,130,345,-205,
10:03,28.99,,,,,,,,,,144,586,433,
10:03,29.00,,,,,,,,,,130,624,351,
10:03,29.01,,,,,,,,,,141,282,-60,
10:03,29.03,,,,,,,,,,129,397,-106,
10:03,29.04,,,,,,,,,,129,172,-390,
10:03,29.06,,,,,,,,,,139,646,406,
10:03,29.07,,,,,,,,,,135,460,3,
