sep=,

June 15. 2018
Sensor Datalog
Time,Time,Pressure,Temperature,Humidity,Acceleration(XYZ),,,Angular Rate(XYZ),,,Mag Field(XYZ),,,
[h:m],[s],[hPa],[°C],[%],[mg],[mg],[mg],[mdps],[mdps],[mdps],[mGauss],[mGauss],[mGauss],
 9:29,23.82,,,,,,,,,,99,439,-391,
 9:29,23.83,,,,,,,,,,145,406,180,
 9:29,23.85,,,,,,,,,,111,237,-316,
 9:29,23.86,,,,,,,,,,88,412,-468,
 9:29,23.87,,,,,,,,,,186,120,453,
 9:29,23.89,,,,,,,,,,133,426,21,
 9:29,23.90,,,,,,,,,,187,273,610,
 9:29,23.92,,,,,,,,,,96,378,-492,
 9:29,23.93,,,,,,,,,,115,445,-94,
 9:29,23.94,,,,,,,,,,144,165,-63,
 9:29,23.96,,,,,,,,,,184,312,508,
 9:29,23.97,,,,,,,,,,196,141,624,
 9:29,23.98,,,,,,,,,,118,442,-237,
 9:29,24.00,,,,,,,,,,165,354,385,
 9:29,24.01,,,,,,,,,,105,300,-442,
 9:29,24.03,,,,,,,,,,198,178,666,
 9:29,24.04,,,,,,,,,,174,117,267,
 9:29,24.05,,,,,,,,,,153,394,237,
 9:29,24.07,,,,,,,,,,198,214,661,
 9:29,24.08,,,,,,,,,,99,423,-447,
 9:29,24.09,,,,,,,,,,183,103,408,
 9:29,24.11,,,,,,,,,,120,208,-220,
 9:29,24.12,,,,,,,,,,196,259,615,
 9:29,24.14,,,,,,,,,,189,127,523,
 9:29,24.15,,,,,,,,,,127,438,-73,
 9:29,24.16,,,,,,,,,,139,175,-78,
 9:29,24.18,,,,,,,,,,93,351,-483,
 9:29,24.19,,,,,,,,,,202,150,612,
 9:29,24.21,,,,,,,,,,154,147,82,
 9:29,24.22,,,,,,,,,,168,345,406,
 9:29,24.23,,,,,,,,,,105,307,-448,
 9:29,24.25,,,,,,,,,,99,448,-348,
 9:29,24.26,,,,,,,,,,165,121,241,
 9:29,24.27,,,,,,,,,,115,256,-372,
 9:29,24.29,,,,,,,,,,192,211,661,
 9:29,24.30,,,,,,,,,,103,430,-442,
 9:29,24.32,,,,,,,,,,141,417,99,
 9:29,24.33,,,,,,,,,,118,219,-243,
 9:29,24.34,,,,,,,,,,102,393,-484,
 9:29,24.35,,,,,,,,,,187,118,504,
 9:29,24.37,,,,,,,,,,129,441,-51,
 9:29,24.38,,,,,,,,,,181,303,544,
 9:29,24.40,,,,,,,,,,88,358,-492,
 9:29,24.41,,,,,,,,,,114,447,-204,
 9:29,24.42,,,,,,,,,,157,151,60,
 9:29,24.44,,,,,,,,,,178,354,433,
 9:29,24.45,,,,,,,,,,192,166,657,
 9:29,24.47,,,,,,,,,,100,447,-325,
 9:29,24.48,,,,,,,,,,153,385,285,
 9:29,24.50,,,,,,,,,,111,265,-384,
 9:29,24.51,,,,,,,,,,193,205,666,
 9:29,24.52,,,,,,,,,,165,118,355,
 9:29,24.53,,,,,,,,,,154,415,168,
 9:29,24.55,,,,,,,,,,111,238,-294,
 9:29,24.56,,,,,,,,,,100,409,-474,
 9:29,24.58,,,,,,,,,,190,123,465,
 9:29,24.59,,,,,,,,,,136,187,-160,
 9:29,24.60,,,,,,,,,,183,280,585,
 9:29,24.62,,,,,,,,,,85,369,-496,
 9:29,24.63,,,,,,,,,,120,448,-148,
 9:29,24.64,,,,,,,,,,135,157,-13,
 9:29,24.66,,,,,,,,,,97,328,-487,
 9:29,24.67,,,,,,,,,,196,148,640,
 9:29,24.69,,,,,,,,,,108,447,-280,
 9:29,24.70,,,,,,,,,,172,364,352,
 9:29,24.71,,,,,,,,,,109,288,-420,
 9:29,24.73,,,,,,,,,,103,442,-394,
 9:29,24.74,,,,,,,,,,178,123,300,
 9:29,24.76,,,,,,,,,,141,402,192,
 9:29,24.77,,,,,,,,,,193,228,648,
 9:29,24.78,,,,,,,,,,96,408,-463,
 9:29,24.80,,,,,,,,,,139,427,34,
 9:29,24.81,,,,,,,,,,127,199,-189,
 9:29,24.82,,,,,,,,,,187,276,598,
 9:29,24.84,,,,,,,,,,190,123,547,
 9:29,24.85,,,,,,,,,,120,438,-117,
 9:29,24.87,,,,,,,,,,181,316,501,
 9:29,24.88,,,,,,,,,,100,340,-487,
 9:29,24.89,,,,,,,,,,196,151,625,
 9:29,24.91,,,,,,,,,,153,141,111,
 9:29,24.92,,,,,,,,,,168,357,384,
 9:29,24.93,,,,,,,,,,186,169,661,
 9:29,24.95,,,,,,,,,,99,433,-360,
 9:29,24.96,,,,,,,,,,168,117,261,
 9:29,24.98,,,,,,,,,,108,255,-355,
 9:29,24.99,,,,,,,,,,193,216,652,
 9:29,25.00,,,,,,,,,,181,112,402,
 9:29,25.01,,,,,,,,,,136,427,66,
 9:29,25.03,,,,,,,,,,124,205,-228,
 9:29,25.05,,,,,,,,,,99,390,-492,
 9:29,25.06,,,,,,,,,,190,124,525,
 9:29,25.07,,,,,,,,,,142,171,-76,
 9:29,25.08,,,,,,,,,,181,310,526,
 9:29,25.10,,,,,,,,,,96,354,-496,
 9:29,25.11,,,,,,,,,,106,442,-226,
 9:29,25.13,,,,,,,,,,157,141,79,
 9:29,25.14,,,,,,,,,,100,304,-450,
 9:29,25.16,,,,,,,,,,196,171,655,
 9:29,25.17,,,,,,,,,,100,445,-331,
 9:29,25.18,,,,,,,,,,150,382,295,
 9:29,25.19,,,,,,,,,,112,271,-382,
 9:29,25.21,,,,,,,,,,99,433,-426,
 9:29,25.22,,,,,,,,,,181,117,352,
 9:29,25.24,,,,,,,,,,145,417,136,
 9:29,25.25,,,,,,,,,,192,243,634,
 9:29,25.26,,,,,,,,,,96,403,-475,
 9:29,25.28,,,,,,,,,,184,121,-27,
 9:29,25.29,,,,,,,,,,136,183,-145,
 9:29,25.30,,,,,,,,,,180,289,564,
 9:29,25.32,,,,,,,,,,195,132,580,
 9:29,25.33,,,,,,,,,,117,445,-174,
 9:29,25.35,,,,,,,,,,136,156,9,
 9:29,25.36,,,,,,,,,,96,321,-477,
 9:29,25.37,,,,,,,,,,201,169,640,
 9:29,25.39,,,,,,,,,,157,133,174,
 9:29,25.40,,,,,,,,,,157,375,325,
 9:29,25.42,,,,,,,,,,106,273,-406,
 9:29,25.43,,,,,,,,,,99,432,-399,
 9:29,25.44,,,,,,,,,,172,121,322,
 9:29,25.46,,,,,,,,,,103,231,-301,
 9:29,25.47,,,,,,,,,,196,240,648,
 9:29,25.48,,,,,,,,,,99,409,-471,
 9:29,25.50,,,,,,,,,,136,436,19,
 9:29,25.51,,,,,,,,,,127,192,-171,
 9:29,25.53,,,,,,,,,,96,369,-505,
 9:29,25.54,,,,,,,,,,190,129,573,
 9:29,25.55,,,,,,,,,,117,450,-139,
 9:29,25.57,,,,,,,,,,175,286,295,
 9:29,25.58,,,,,,,,,,105,322,-130,
 9:29,25.59,,,,,,,,,,145,369,15,
 9:29,25.61,,,,,,,,,,129,213,24,
 9:29,25.62,,,,,,,,,,180,312,237,
 9:29,25.64,,,,,,,,,,178,235,274,
 9:29,25.65,,,,,,,,,,120,361,-36,
 9:29,25.66,,,,,,,,,,169,340,204,
 9:29,25.68,,,,,,,,,,108,268,-124,
