0.754	-0.975	-0.885

0.732	-0.758	-0.345

0.697	-0.826	-0.630

0.725	-0.919	-0.702

0.703	-0.996	-0.916

0.726	-0.710	-0.255

0.694	-0.862	-0.745

0.732	-0.877	-0.584

0.699	-0.716	-0.378

0.714	-0.987	-0.893

0.713	-0.690	-0.226

0.710	-0.923	-0.835

0.732	-0.815	-0.465

0.731	-0.961	-0.829

0.711	-0.673	-0.224

0.713	-0.970	-0.899

0.728	-0.758	-0.356

0.690	-0.809	-0.606

0.728	-0.923	-0.723

0.711	-0.676	-0.275

0.719	-0.992	-0.919

0.691	-0.870	-0.722

0.726	-0.883	-0.600

0.694	-0.710	-0.357

0.720	-0.992	-0.899

0.716	-0.681	-0.220

0.699	-0.923	-0.818

0.728	-0.827	-0.490

0.697	-0.758	-0.459

0.725	-0.670	-0.223

0.708	-0.964	-0.893

0.731	-0.772	-0.378

0.703	-0.801	-0.578

0.735	-0.935	-0.749

0.705	-0.679	-0.261

0.711	-0.980	-0.925

0.717	-0.725	-0.290

0.696	-0.853	-0.693

0.703	-0.699	-0.337

0.731	-0.986	-0.911

0.722	-0.691	-0.232

0.700	-0.902	-0.786

0.737	-0.851	-0.525

0.700	-0.739	-0.414

0.729	-0.981	-0.865

0.722	-0.673	-0.224

0.735	-0.787	-0.409

0.694	-0.797	-0.540

0.720	-0.961	-0.790

0.703	-0.676	-0.247

0.703	-0.974	-0.919

0.703	-0.974	-0.919

0.732	-0.975	-0.821

0.713	-0.966	-0.894

0.728	-0.766	-0.362

0.699	-0.810	-0.603

0.735	-0.935	-0.732

0.700	-0.685	-0.266

0.716	-0.986	-0.909

0.720	-0.725	-0.275

0.694	-0.864	-0.713

0.699	-0.705	-0.345

0.720	-0.987	-0.899

0.717	-0.685	-0.223

0.697	-0.923	-0.810

0.735	-0.841	-0.502

0.708	-0.746	-0.443

0.722	-0.981	-0.853

0.720	-0.665	-0.217

0.710	-0.951	-0.400

0.702	-0.787	-0.557

0.720	-0.946	-0.763

0.706	-0.677	-0.243

0.713	-0.981	-0.923

0.722	-0.735	-0.311

0.702	-0.842	-0.673

0.734	-0.903	-0.659

0.708	-0.697	-0.323

0.729	-0.697	-0.243

0.697	-0.900	-0.783

0.732	-0.851	-0.534

0.697	-0.729	-0.412

0.725	-0.986	-0.871

0.720	-0.677	-0.229

0.706	-0.957	-0.862

0.740	-0.793	-0.432

0.734	-0.945	-0.792

0.703	-0.676	-0.237

0.713	-0.974	-0.902

0.740	-0.748	-0.331

0.697	-0.835	-0.639

0.731	-0.912	-0.684

0.696	-0.691	-0.294

0.710	-0.981	-0.914

0.716	-0.710	-0.754

0.737	-0.868	-0.575

0.697	-0.723	-0.383

0.722	-0.986	-0.882

0.713	-0.691	-0.227

0.696	-0.938	-0.841

0.728	-0.809	-0.453

0.697	-0.763	-0.499

0.697	-0.763	-0.499

0.696	-0.740	-0.418

0.729	-0.972	-0.858

0.710	-0.677	-0.212

0.693	-0.949	-0.867

0.739	-0.800	-0.401

0.697	-0.786	-0.539

0.729	-0.952	-0.772

0.710	-0.978	-0.912

0.734	-0.743	-0.311

0.706	-0.844	-0.656

0.728	-0.912	-0.667

0.705	-0.694	-0.307

0.723	-0.989	-0.906

0.719	-0.702	-0.246

0.700	-0.893	-0.768

0.711	-0.729	-0.400

0.722	-0.989	-0.873

0.722	-0.677	-0.212

0.708	-0.945	-0.858

0.729	-0.804	-0.432

0.705	-0.778	-0.519

0.725	-0.954	-0.789

0.710	-0.674	-0.233

0.713	-0.972	-0.328

0.702	-0.830	-0.630

0.729	-0.928	-0.691

0.703	-0.690	-0.284

0.713	-0.998	-0.919

0.731	-0.706	-0.250

0.703	-0.877	-0.746

0.739	-0.867	-0.565

0.706	-0.722	-0.372

0.719	-0.684	-0.215

0.711	-0.923	-0.838

0.731	-0.819	-0.458

0.694	-0.755	-0.478

0.734	-0.972	-0.818

0.713	-0.673	-0.229

0.705	-0.963	-0.896

0.740	-0.766	-0.346

0.737	-0.928	-0.719

0.699	-0.684	-0.278

0.710	-0.987	-0.917

0.720	-0.725	-0.273

0.690	-0.853	-0.714

0.726	-0.890	-0.626

0.700	-0.700	-0.342

0.717	-0.993	-0.909

0.717	-0.699	-0.807

0.734	-0.832	-0.507

