-------------------------------
 Log opened 20/06/2018 @ 15:31 
 UwTerminalX 1.09h 
 Port: COM10
-------------------------------

-0.905	1.201	-0.029
-0.893	0.909	0.232
-0.897	0.931	-0.323
-0.914	1.164	0.351
-0.896	0.755	-0.229
-0.906	1.228	0.090
-0.899	0.839	0.124
-0.897	1.025	-0.266
-0.908	1.106	-0.310
-0.900	1.233	0.197
-0.902	0.787	0.011
-0.900	1.108	-0.183
-0.917	1.024	0.325
-0.893	0.833	-0.333
-0.912	1.221	0.284
-0.897	0.760	-0.095
-0.905	1.170	-0.067
-0.899	0.905	-0.323
-0.905	1.196	0.328
-0.894	0.740	-0.192
-0.893	1.172	0.163
-0.912	0.839	-0.069
-0.897	1.109	-0.018
-0.903	0.967	0.125
-0.906	0.925	-0.175
-0.897	0.836	-0.113
-0.893	1.137	0.034
-0.897	0.916	0.076
-0.899	0.972	-0.146
-0.891	1.097	0.203
-0.914	0.832	-0.157
-0.887	1.157	0.107
-0.900	0.873	0.018
-0.902	1.030	0.183
-0.905	0.862	-0.179
-0.894	1.164	0.153
-0.911	0.850	-0.046
-0.905	1.099	-0.049
-0.902	0.996	0.146
-0.905	0.905	-0.183
-0.890	0.760	-0.233
-0.899	1.221	0.073
-0.896	0.841	0.125
-0.896	1.021	-0.264
-0.903	1.109	0.356
-0.893	0.787	-0.299
-0.908	1.250	0.192
-0.902	0.786	0.009
-0.908	1.091	0.328
-0.897	0.842	-0.333
-0.912	1.231	0.287
-0.891	0.755	-0.105
-0.897	1.164	-0.072
-0.911	0.949	0.261
-0.900	0.916	-0.333
-0.908	1.190	0.346
-0.894	0.751	-0.209
-0.899	0.864	0.166
-0.894	0.999	-0.288
-0.912	1.126	0.354
