-0.542	0.456	-0.102
-0.497	0.352	-0.230
-0.551	0.412	-0.189
-0.514	0.508	0.060
-0.522	0.282	-0.397
-0.536	0.566	0.133
-0.504	0.319	-0.307
-0.511	0.470	-0.005
-0.531	0.310	-0.374
-0.536	0.571	0.142
-0.500	0.296	-0.356
-0.542	0.502	-0.027
-0.504	0.433	-0.084
-0.542	0.342	-0.310
-0.525	0.560	0.134
-0.505	0.287	0.049
-0.504	0.385	-0.165
-0.543	0.374	-0.258
-0.517	0.540	0.110
-0.508	0.273	-0.409
-0.542	0.557	0.102
-0.502	0.346	-0.240
-0.548	0.429	-0.183
-0.511	0.511	0.056
-0.533	0.568	0.146
-0.502	0.313	-0.310
-0.554	0.462	-0.096
-0.500	0.471	-0.008
-0.534	0.310	-0.368
-0.534	0.572	0.148
-0.499	0.294	-0.360
-0.552	0.507	-0.006
-0.505	0.432	-0.313
-0.531	0.557	0.133
-0.520	0.284	-0.400
-0.560	0.534	0.060
-0.510	0.378	-0.175
-0.548	0.389	-0.233
-0.520	0.536	0.099
-0.516	0.276	-0.401
-0.546	0.560	0.110
-0.545	0.429	-0.151
-0.510	0.497	0.041
-0.528	0.294	-0.397
-0.539	0.569	0.143
-0.507	0.304	-0.323
-0.557	0.476	-0.067
-0.499	0.462	-0.037
-0.529	0.328	-0.359
-0.528	0.281	-0.377
-0.549	0.520	0.020
-0.549	0.520	0.020
-0.548	0.491	-0.056
-0.508	0.444	-0.060
-0.533	0.340	-0.343
-0.525	0.580	0.143
-0.510	0.288	-0.385
-0.551	0.531	0.034
-0.537	0.380	-0.256
-0.517	0.540	0.114
-0.516	0.279	-0.410
-0.549	0.555	0.095
-0.500	0.356	-0.235
-0.549	0.418	-0.180
-0.517	0.514	0.064
-0.525	0.290	-0.407
-0.539	0.323	-0.311
-0.546	0.464	-0.093
-0.500	0.478	-0.011
-0.523	0.316	-0.374
-0.533	0.574	0.142
-0.502	0.294	-0.375
-0.543	0.508	-0.009
-0.504	0.420	-0.102
-0.531	0.356	-0.317
-0.500	0.279	-0.403
-0.545	0.551	0.055
-0.491	0.388	-0.183
-0.548	0.389	-0.227
-0.511	0.526	0.092
-0.517	0.285	-0.415
-0.548	0.562	0.117
-0.500	0.339	-0.269
-0.508	0.500	0.037
-0.525	0.298	-0.391
-0.534	0.571	0.150
-0.499	0.314	-0.342
-0.546	0.493	-0.050
-0.508	0.446	-0.053
-0.534	0.334	-0.348
-0.529	0.568	0.148
-0.500	0.285	-0.386
-0.494	0.410	-0.137
-0.537	0.371	-0.272
-0.519	0.549	0.121
-0.514	0.278	-0.412
-0.548	0.563	0.092
-0.490	0.352	-0.218
-0.539	0.418	-0.198
-0.511	0.514	0.075
-0.545	0.571	0.136
-0.497	0.322	-0.294
-0.497	0.322	-0.294
-0.543	0.511	-0.009
-0.536	0.351	-0.314
-0.528	0.558	0.137
-0.513	0.279	-0.394
-0.542	0.537	0.056
-0.497	0.381	-0.183
-0.539	0.386	-0.227
-0.522	0.534	0.096
-0.517	0.285	-0.415
-0.502	0.336	-0.267
-0.545	0.433	-0.146
-0.510	0.487	0.041
-0.533	0.307	-0.385
-0.542	0.572	0.136
-0.505	0.313	-0.325
-0.554	0.478	-0.069
-0.504	0.449	-0.043
-0.537	0.327	-0.346
-0.508	0.285	-0.391
-0.549	0.514	0.008
-0.505	0.410	-0.133
-0.533	0.371	-0.284
-0.525	0.562	0.125
-0.516	0.282	-0.415
-0.537	0.549	0.079
-0.502	0.360	-0.212
-0.510	0.520	0.075
-0.516	0.287	-0.404
-0.539	0.572	0.121
-0.499	0.319	-0.285
-0.551	0.455	-0.122
-0.511	0.482	0.011
-0.522	0.310	-0.381
-0.539	0.572	0.151
-0.499	0.304	-0.357
-0.508	0.433	-0.072
-0.528	0.327	-0.337
-0.525	0.565	0.142
-0.505	0.288	-0.380
-0.537	0.526	0.040
-0.502	0.400	-0.151
-0.543	0.372	-0.264
-0.516	0.542	0.122
-0.546	0.551	0.099
-0.508	0.363	-0.237
-0.539	0.417	-0.182
-0.516	0.517	0.063
-0.510	0.288	-0.400
-0.537	0.569	0.143
-0.500	0.307	-0.302
